{'评论时间': '2024-02-07 21:33:04', 'IP属地': '湖南', '评论内容': '不都是中国人吗？为什么天灾也要骂，那些传统美德都哪去了'}
{'评论时间': '2024-02-07 22:13:45', 'IP属地': '湖南', '评论内容': '湖北真的好惨'}
{'评论时间': '2024-02-07 03:39:05', 'IP属地': '广西', '评论内容': '电车好啊'}
{'评论时间': '2024-02-07 17:25:37', 'IP属地': '广西', '评论内容': '看着，听着，眼泪掉下来，心里满满的感动，中国人：好样的'}
{'评论时间': '2024-02-07 17:10:56', 'IP属地': '湖南', '评论内容': '湖南湖北难兄难弟，做好事被喷，不做又被喷，免费的被喷，不免费说黑心，太难了'}
{'评论时间': '2024-02-07 23:17:36', 'IP属地': '江苏', '评论内容': '全世界看到了，中国加油，湖北加油'}
{'评论时间': '2024-02-07 14:29:12', 'IP属地': '贵州', '评论内容': '电车是个好东西，只能在市区代步，但电池🔋费用太高，反正我是不会买'}
{'评论时间': '2024-02-07 07:17:38', 'IP属地': '重庆', '评论内容': '天芒老子来都是电车省油'}
{'评论时间': '2024-02-07 14:10:45', 'IP属地': '湖北', '评论内容': '湘湘加油啊'}
{'评论时间': '2024-02-07 09:57:23', 'IP属地': '贵州', '评论内容': '我感觉你在玩雪'}
{'评论时间': '2024-02-07 09:12:42', 'IP属地': '辽宁', '评论内容': '有这功夫我都上高速了'}
{'评论时间': '2024-02-07 18:05:48', 'IP属地': '江苏', '评论内容': '原来如此，你们湖北冻雨一下就是六公分后难怪这么堵车，难为你们了'}
{'评论时间': '2024-02-07 18:31:39', 'IP属地': '河南', '评论内容': '冻雨就只在湖北范围内下的吗？'}
{'评论时间': '2024-02-07 14:53:39', 'IP属地': '湖北', '评论内容': '那些喷子无知'}
{'评论时间': '2024-02-07 17:18:08', 'IP属地': '湖北', '评论内容': '湖北人是好样的'}
{'评论时间': '2024-02-07 06:55:01', 'IP属地': '江西', '评论内容': '开威马电车看恒大期房'}
{'评论时间': '2024-02-07 18:37:52', 'IP属地': '湖北', '评论内容': '冰雪无情人有情，致敬最美湖北人！'}
{'评论时间': '2024-02-07 01:45:57', 'IP属地': '湖南', '评论内容': '电车大哥们往日笑油车汽油涨价时有多开心，现在就有多悲催'}
{'评论时间': '2024-02-07 06:49:33', 'IP属地': '浙江', '评论内容': 'emmm，有点解压，还想看'}
{'评论时间': '2024-02-07 22:21:23', 'IP属地': '河南', '评论内容': '3号下的大雪，4号飞的武汉，火车站旁的路上还都是雪，根本没人清扫'}
{'评论时间': '2024-02-07 05:01:31', 'IP属地': '新疆', '评论内容': '电车适合在市区跑'}
{'评论时间': '2024-02-07 00:32:52', 'IP属地': '湖南', '评论内容': '我爸在下雪的前一天回来了'}
{'评论时间': '2024-02-07 10:16:52', 'IP属地': '重庆', '评论内容': '所以还是油车好'}
{'评论时间': '2024-02-07 20:24:12', 'IP属地': '陕西', '评论内容': '河南湖北交界处就可以看出来差距'}
{'评论时间': '2024-02-07 22:16:00', 'IP属地': '广东', '评论内容': '看着看着就哭了'}
{'评论时间': '2024-02-07 14:03:08', 'IP属地': '河南', '评论内容': '那些带节奏的人，骂完东北骂河南，骂完河南骂湖北，终于把哈尔滨731的热度压下去了'}
{'评论时间': '2024-02-07 05:00:24', 'IP属地': '内蒙古', '评论内容': '同是湖北有很多人说难清理，一直忙着普及什么是冻雨，但也有的地说自己车过雪除，道路畅通'}
{'评论时间': '2024-02-07 03:15:28', 'IP属地': '湖北', '评论内容': '湖北一定行'}
{'评论时间': '2024-02-07 16:14:06', 'IP属地': '河南', '评论内容': '我妈小区路面不及时扫雪，全结成冰封路面，单位院里只要下雪就组织扫雪铲雪，路面不结冰。。。。'}
{'评论时间': '2024-02-07 18:43:15', 'IP属地': '江苏', '评论内容': '又是武汉'}
{'评论时间': '2024-02-07 19:50:08', 'IP属地': '湖北', '评论内容': '湖北人真的很好客，'}
{'评论时间': '2024-02-07 07:46:05', 'IP属地': '广东', '评论内容': '越是艰难时。越发团结互助。这就是中国人'}
{'评论时间': '2024-02-07 05:12:36', 'IP属地': '河南', '评论内容': '这一题我们也会，720我们也被骂的不行。 你们要加油！总会过去。我们都要为逝去的那些生命和家园更努力'}
{'评论时间': '2024-02-07 14:54:19', 'IP属地': '河北', '评论内容': '这是短视频的意义'}
{'评论时间': '2024-02-07 10:26:38', 'IP属地': '江苏', '评论内容': '湖北加油'}
{'评论时间': '2024-02-07 09:08:05', 'IP属地': '河北', '评论内容': '有些北方人是真没有地理常识啊'}
{'评论时间': '2024-02-07 09:07:56', 'IP属地': '江苏', '评论内容': '组织个喷子队，让喷子们来及时清理'}
{'评论时间': '2024-02-07 23:14:05', 'IP属地': '广西', '评论内容': '我广西西南部，不会下雪暂时不考虑电车，这几天最冷也十四五度，前两天大太阳还穿短袖，还冷几天温度又起来了'}
{'评论时间': '2024-02-07 09:04:45', 'IP属地': '河南', '评论内容': '电车市内代步可以 上高速就算了'}
{'评论时间': '2024-02-07 19:58:44', 'IP属地': '江苏', '评论内容': '就喜欢听你们科普'}
{'评论时间': '2024-02-07 12:50:24', 'IP属地': '山东', '评论内容': '主要是弄晚了！都是提前清理！北方常年下雪，怎么不懂'}
{'评论时间': '2024-02-07 13:38:03', 'IP属地': '广东', '评论内容': '10年电车的车主告诉你，没电那你是没选对品牌'}
{'评论时间': '2024-02-07 08:36:47', 'IP属地': '山东', '评论内容': '不是天灾是人祸'}
{'评论时间': '2024-02-07 09:12:04', 'IP属地': '福建', '评论内容': '保险公司电话停机了，明年在说'}
{'评论时间': '2024-02-07 00:20:33', 'IP属地': '四川', '评论内容': '四川看到了，湖北加油'}
{'评论时间': '2024-02-07 17:35:02', 'IP属地': '江苏', '评论内容': '武汉隔三差五轰动一下全国'}
{'评论时间': '2024-02-07 12:53:02', 'IP属地': '海南', '评论内容': '电车在市区上班下班的确省不用质疑的，超过200公里就不敢说了，开电车长途出门前得看路况天气，我跑长途都有这个习惯，开车在路上的状况是不无法预料的，长途我还是选油车'}
{'评论时间': '2024-02-07 20:48:07', 'IP属地': '湖北', '评论内容': '别骂啦，湘湘鄂鄂全境高速今天全通行啦，愿返乡家人们！平安回家！'}
{'评论时间': '2024-02-07 13:41:41', 'IP属地': '湖北', '评论内容': '你完了，被自己家乡人说你是假东北人'}
{'评论时间': '2024-02-07 01:07:08', 'IP属地': '广西', '评论内容': '偷偷告诉大家一个冷知识， 电车开暖风根本不费油'}
{'评论时间': '2024-02-07 01:03:52', 'IP属地': '内蒙古', '评论内容': '一群懒人天天想着法甩锅给冻雨，就好像全世界只有湖北下过冻雨一样'}
{'评论时间': '2024-02-07 13:15:28', 'IP属地': '湖北', '评论内容': '下雨前：没事，这雨有啥啊下雨中：哎呀，是冻雨啊，没事，清了也还会在下，清了也白清下完雨：哎呀，这是冻雨，没办法处理，这是天灾'}
{'评论时间': '2024-02-07 10:43:40', 'IP属地': '湖南', '评论内容': '别说电车了我的手机平板放在那满电都突然掉下来关机。不玩都掉电。用吹风机吹热后就好了。又从百分之一成百分之百'}
{'评论时间': '2024-02-07 11:57:05', 'IP属地': '河南', '评论内容': '还是清理不及时。我们这清理完的在路边也是这。不过路上没有'}
{'评论时间': '2024-02-07 10:32:51', 'IP属地': '河南', '评论内容': '谎言，都是谎言刷知乎有好多电车车主说他们在车上吃火锅，电量充足'}
{'评论时间': '2024-02-07 09:39:00', 'IP属地': '吉林', '评论内容': '好多人以为冻雨是一种天气还和雨夹雪对比，其实冻雨是一种灾害'}
{'评论时间': '2024-02-07 21:48:36', 'IP属地': '湖南', '评论内容': '没事湖南老表抱抱你们'}
{'评论时间': '2024-02-07 21:10:41', 'IP属地': '山东', '评论内容': '高速上天天有人开直播。跟你的情况不一样，就是下雪没人清理'}
{'评论时间': '2024-02-07 16:59:58', 'IP属地': '上海', '评论内容': '北方南方我都呆过，就这么说吧。北方雪多松软，路压才成冰。南方冻雨就像下面这个图空中成水滴状，越下越成冰。到水泥沥青路一层铺一层，跟千层饼一样。你撒盐没用的，你把盐水放冰箱里你看冻的上不'}
{'评论时间': '2024-02-07 11:51:03', 'IP属地': '河南', '评论内容': '湖北全是冻雨没有暴雪，湖北河南交界处也是分开的属于河南是暴雪，属于湖北的就是冻雨。'}
{'评论时间': '2024-02-07 19:13:22', 'IP属地': '湖北', '评论内容': '为我们热情的湖北人点赞'}
{'评论时间': '2024-02-07 08:40:35', 'IP属地': '江西', '评论内容': '赣赣站在这 我看谁敢骂我老表'}
{'评论时间': '2024-02-07 01:35:41', 'IP属地': '福建', '评论内容': '现在那些买电车的司机们都是在哈哈大笑了'}
{'评论时间': '2024-02-07 12:03:04', 'IP属地': '山东', '评论内容': '那些吹电车的呢？？啪啪啪打脸，做宣传那些厂家冬天也消停了我看！没影了。开春在宣传了这是'}
{'评论时间': '2024-02-07 11:10:41', 'IP属地': '贵州', '评论内容': '作为贵州小伙伴我都是把门铲开，玻璃铲个大洞就开着了，开着开着车顶往后垮一大块'}
{'评论时间': '2024-02-07 10:18:55', 'IP属地': '黑龙江', '评论内容': '看的真着急，东北人申请出战'}
{'评论时间': '2024-02-07 09:45:29', 'IP属地': '河北', '评论内容': '湖北辛苦了'}
{'评论时间': '2024-02-07 13:22:01', 'IP属地': '湖北', '评论内容': '这就是我们湖北撒盐就化的雪'}
{'评论时间': '2024-02-07 02:46:36', 'IP属地': '内蒙古', '评论内容': '有点不理解 明明很早就收到了暴风预警 为啥还要上高速  飞机高铁不可以么？'}
{'评论时间': '2024-02-07 10:14:53', 'IP属地': '贵州', '评论内容': '确实老火，谢谢当地政府和人民啦！'}
{'评论时间': '2024-02-07 11:42:15', 'IP属地': '湖北', '评论内容': '军运会开展-武汉疫情，“嗯”突然爆火-暴雪，我一个外地人在这生活很久了，只想说湖北好难，好不容易迎来的家乡机遇，却伴随着无论放在哪个省都难以抗住的灾害。正因为疫情时期我一直在这，所以更觉得这个英雄城市不应该遭受这么多谩骂'}
{'评论时间': '2024-02-07 09:37:34', 'IP属地': '内蒙古', '评论内容': '有种挖宝玩具感觉'}
{'评论时间': '2024-02-07 10:03:09', 'IP属地': '新疆', '评论内容': '你买个车用扫把扫一下车顶，拿个小铲铲忒慢了'}
{'评论时间': '2024-02-07 17:18:46', 'IP属地': '安徽', '评论内容': '啥冻雨 就是雪没及时打扫  车子压的 越压越实'}
{'评论时间': '2024-02-07 18:33:46', 'IP属地': '四川', '评论内容': '风雪无情，人间有爱，大赞湖北的父老乡亲'}
{'评论时间': '2024-02-07 01:37:52', 'IP属地': '山西', '评论内容': '电车就是个不靠谱的玩具'}
{'评论时间': '2024-02-07 00:06:12', 'IP属地': '湖北', '评论内容': '家人 我今天开空调 空调出现了这个'}
{'评论时间': '2024-02-07 09:49:03', 'IP属地': '四川', '评论内容': '油车怠速需要开空调ACC来取暖吗'}
{'评论时间': '2024-02-07 07:31:29', 'IP属地': '河南', '评论内容': '湖南高速有冰了吗，我等着湖北清完路通了回湖南呢'}
{'评论时间': '2024-02-07 15:06:53', 'IP属地': '广东', '评论内容': '不建议这么玩，毕竟我在广东没得玩'}
{'评论时间': '2024-02-07 17:18:59', 'IP属地': '重庆', '评论内容': '哇塞，感觉车子遭雪洗得好干净'}
{'评论时间': '2024-02-07 22:02:15', 'IP属地': '吉林', '评论内容': '下雪的时候就用该第一时间清掉。等雪化了冻成冰 再清'}
{'评论时间': '2024-02-07 12:42:46', 'IP属地': '广东', '评论内容': '开电车堵高速活该！明知故犯'}
{'评论时间': '2024-02-07 16:37:53', 'IP属地': '湖北', '评论内容': '我们湖北到底是南方还是北方。把我都搞迷糊了'}
{'评论时间': '2024-02-07 13:06:16', 'IP属地': '贵州', '评论内容': '想省油买电池，想省电买油车'}
{'评论时间': '2024-02-07 16:02:20', 'IP属地': '广东', '评论内容': '自从湖北下了冻雨  尔滨713刷不到了！'}
{'评论时间': '2024-02-07 22:39:15', 'IP属地': '江苏', '评论内容': '冻雨说：这个锅我不背'}
{'评论时间': '2024-02-07 22:06:06', 'IP属地': '河南', '评论内容': '喷子，挑起对立仇恨的太多了，不懂的百科一下。相信湖北'}
{'评论时间': '2024-02-07 21:18:29', 'IP属地': '北京', '评论内容': '一平米一袋子盐 20公分也给你化透了，啥都不是，北方不下雪'}
{'评论时间': '2024-02-07 17:21:31', 'IP属地': '安徽', '评论内容': '咋感觉到你手上就不一样呢'}
{'评论时间': '2024-02-07 08:41:10', 'IP属地': '湖北', '评论内容': '保险公司会不会破产'}
{'评论时间': '2024-02-07 11:38:42', 'IP属地': '山东', '评论内容': '这就是电车的好处'}
{'评论时间': '2024-02-07 17:38:36', 'IP属地': '辽宁', '评论内容': '下了六公分雨  然后冻上了   冻得嘎嘎结实  然后出来刨冰了。   是这意思吗，  我东北的  不太懂'}
{'评论时间': '2024-02-07 22:01:06', 'IP属地': '内蒙古', '评论内容': '南方经历下雪还是少'}
{'评论时间': '2024-02-07 01:38:19', 'IP属地': '内蒙古', '评论内容': '在北方低温冷冻的玻璃，突然加热你会得到一块花花世界玻璃，别问我怎么知道'}
{'评论时间': '2024-02-07 20:05:16', 'IP属地': '江苏', '评论内容': '朴实的老百姓，献出的都是爱啊，伟大的湖北人'}
{'评论时间': '2024-02-07 11:49:31', 'IP属地': '河北', '评论内容': '你就说省不省油吧'}
{'评论时间': '2024-02-07 07:10:34', 'IP属地': '四川', '评论内容': '后玻璃加热，完蛋了，玻璃膜全是泡泡'}
{'评论时间': '2024-02-07 09:25:23', 'IP属地': '河北', '评论内容': '电车都是市内通勤用的，高速肯定是油车呀，最好是高铁'}
{'评论时间': '2024-02-07 12:50:09', 'IP属地': '内蒙古', '评论内容': '武汉人，在内蒙古，冻雨真这么严重啊'}
{'评论时间': '2024-02-07 18:20:45', 'IP属地': '江苏', '评论内容': '还得是冻雨啊，落地上6公分'}
{'评论时间': '2024-02-07 17:53:47', 'IP属地': '河南', '评论内容': '江苏这是啥？怎么江苏高速路上没雪'}
{'评论时间': '2024-02-07 00:11:25', 'IP属地': '河南', '评论内容': '看了半天我还以为是极木太狼把冻雨申遗成功了呢'}
{'评论时间': '2024-02-07 15:36:43', 'IP属地': '山东', '评论内容': '就你这口音，你连雪可能都没见过。竟然说这是冻雨'}
{'评论时间': '2024-02-07 11:39:58', 'IP属地': '河南', '评论内容': '加油'}
{'评论时间': '2024-02-07 08:42:34', 'IP属地': '湖北', '评论内容': '科普一下坐井关天这个成语  是指超出某些人的认知范围 涉及到了他的知识盲区 他还是按照他的理论硬黑'}
{'评论时间': '2024-02-07 22:15:53', 'IP属地': '四川', '评论内容': '电车威武，漂亮至极，别怀疑，我就是来嘲笑电车'}
{'评论时间': '2024-02-07 08:10:11', 'IP属地': '山东', '评论内容': '非得开车回家吗'}
{'评论时间': '2024-02-07 08:29:13', 'IP属地': '北京', '评论内容': '在体验北方人冬季的快乐'}
{'评论时间': '2024-02-07 20:05:43', 'IP属地': '山西', '评论内容': '山西看见了，湖北人'}
{'评论时间': '2024-02-07 18:47:41', 'IP属地': '江苏', '评论内容': '湖北没有挖掘机吗'}
{'评论时间': '2024-02-07 13:56:23', 'IP属地': '安徽', '评论内容': '天王老子来了也是电车省油'}
{'评论时间': '2024-02-07 02:19:36', 'IP属地': '湖北', '评论内容': '最后那个开车的一瞬间，我就想象到了热烘烘的空调味散发出来，给本晕车人直接想的想吐'}
{'评论时间': '2024-02-07 20:28:38', 'IP属地': '安徽', '评论内容': '又是湖北武汉'}
{'评论时间': '2024-02-07 20:56:55', 'IP属地': '陕西', '评论内容': '电车就市区开一开，谁让你们开长途'}
{'评论时间': '2024-02-07 16:17:15', 'IP属地': '河北', '评论内容': '你估计不知道，为什么北方冬天种菜都是在大棚里，至少扯块塑料布盖上啊。'}
{'评论时间': '2024-02-07 19:22:55', 'IP属地': '江苏', '评论内容': '为湖北人'}
{'评论时间': '2024-02-07 01:18:28', 'IP属地': '湖北', '评论内容': '感谢你为湖北发声！'}
{'评论时间': '2024-02-07 17:36:21', 'IP属地': '山东', '评论内容': '这不是冻雨，这是懒，等到积攒这么厚，冻这么瓷实，再清理！'}
{'评论时间': '2024-02-07 17:32:08', 'IP属地': '河南', '评论内容': '人家都说冻雨分界下的'}
{'评论时间': '2024-02-07 10:25:39', 'IP属地': '江西', '评论内容': '找了半天，没看到东北的'}
{'评论时间': '2024-02-07 18:32:06', 'IP属地': '浙江', '评论内容': '还在说冻雨'}
{'评论时间': '2024-02-07 20:53:12', 'IP属地': '天津', '评论内容': '请问 雪化了 电车没电了咋办'}
{'评论时间': '2024-02-07 22:40:29', 'IP属地': '浙江', '评论内容': '全中国交湖北怎么除雪，湖北向全中国科普什么是冻雨'}
{'评论时间': '2024-02-07 12:15:23', 'IP属地': '安徽', '评论内容': '上亿的电车都都趴窝，你这趴窝很正常啊'}
{'评论时间': '2024-02-07 18:41:18', 'IP属地': '安徽', '评论内容': '安徽，祝福湖北人民平安健康'}
{'评论时间': '2024-02-07 12:04:34', 'IP属地': '湖北', '评论内容': '别的评论区看见的'}
{'评论时间': '2024-02-07 08:31:21', 'IP属地': '海南', '评论内容': '平时的保险不管用 关键的时候还是挺有用的 '}
{'评论时间': '2024-02-07 16:08:58', 'IP属地': '新疆', '评论内容': '我感觉乌龟都快比这快了'}
{'评论时间': '2024-02-07 15:25:57', 'IP属地': '湖南', '评论内容': '评论区的高人们'}
{'评论时间': '2024-02-07 01:32:18', 'IP属地': '辽宁', '评论内容': '明知道电车麻烦为何还买电车'}
{'评论时间': '2024-02-07 13:11:26', 'IP属地': '河南', '评论内容': '这冻雨这么牛的吗？只有路中间是冻雨，旁边是雪。'}
{'评论时间': '2024-02-07 21:13:18', 'IP属地': '湖北', '评论内容': '我们也不想疫情到来，我们也不想被暴雪席卷整个省，所以我们每家每户都召集年轻人铲雪，给扫雪工人警察送热水。我们一直都在努力，希望视频可以传到外省'}
{'评论时间': '2024-02-07 13:10:07', 'IP属地': '安徽', '评论内容': '有人在评论区说开空调不用油，为什么我车不启动没有暖风'}
{'评论时间': '2024-02-07 18:40:51', 'IP属地': '山东', '评论内容': '我们东北都需要等到夏天出行，冬天我们都冬眠，因为路太滑'}
{'评论时间': '2024-02-07 18:57:08', 'IP属地': '北京', '评论内容': '警察叔叔，辛苦了'}
{'评论时间': '2024-02-07 23:57:24', 'IP属地': '山东', '评论内容': '2024年湖北新增特产:冻雨'}
{'评论时间': '2024-02-07 08:27:00', 'IP属地': '湖南', '评论内容': '就在高速上年过年不好吗'}
{'评论时间': '2024-02-07 00:10:35', 'IP属地': '湖北', '评论内容': '好多年没下雪了，好不容易下场雪，还这么大，大家都想好好玩一玩'}
{'评论时间': '2024-02-07 09:01:32', 'IP属地': '湖北', '评论内容': '我们湖北人高冷吗'}
{'评论时间': '2024-02-07 17:22:27', 'IP属地': '广东', '评论内容': '中国人，从来都是在困难中爱得浓烈'}
{'评论时间': '2024-02-07 14:20:13', 'IP属地': '湖北', '评论内容': '为我大湖北点赞'}
{'评论时间': '2024-02-07 10:52:08', 'IP属地': '湖南', '评论内容': '长沙哪里下了？？我天心区没感觉到呀'}
{'评论时间': '2024-02-07 17:35:15', 'IP属地': '山西', '评论内容': '这不是没有跟路面长一起吗？你们科普的我以为长一起去了，怎么都弄不掉'}
{'评论时间': '2024-02-07 00:16:09', 'IP属地': '福建', '评论内容': '湖北加油！'}
{'评论时间': '2024-02-07 01:07:20', 'IP属地': '湖北', '评论内容': '湖北加油'}
{'评论时间': '2024-02-07 05:00:43', 'IP属地': '湖南', '评论内容': '湖南兄弟力挺湖北。咱们不需要表扬，但求不要伤人心。。。湖北加油'}
{'评论时间': '2024-02-07 13:57:37', 'IP属地': '江西', '评论内容': '对啊对啊，天灾，你都不知道下冻雨有多难，搞不懂那些喷子在喷什么啊？'}
{'评论时间': '2024-02-07 01:29:50', 'IP属地': '江苏', '评论内容': '今天刷到一个车顶的雪没弄点，全掉车前面的玻璃上了'}
{'评论时间': '2024-02-07 12:19:23', 'IP属地': '湖北', '评论内容': '搞得像你们北方内涝处理多及时似的'}
{'评论时间': '2024-02-07 20:25:26', 'IP属地': '江苏', '评论内容': '对对对，别人都不懂，就你们懂。这个雪针对你们湖北啊。看看隔壁河南用行动证明，不是用嘴'}
{'评论时间': '2024-02-07 01:30:54', 'IP属地': '陕西', '评论内容': '感觉好解压'}
{'评论时间': '2024-02-07 10:51:12', 'IP属地': '江苏', '评论内容': '北方不要买电车了'}
{'评论时间': '2024-02-07 12:10:37', 'IP属地': '河南', '评论内容': '河南不已经把湖北的路面清干净了还嘚瑟啥'}
{'评论时间': '2024-02-07 19:08:26', 'IP属地': '海南', '评论内容': '这就是我央央大中华，为自己是中国人骄傲，为有14亿.+同胞而自豪，为湖北点赞'}
{'评论时间': '2024-02-07 21:54:46', 'IP属地': '北京', '评论内容': '又一个普及冻雨知识的'}
{'评论时间': '2024-02-07 16:58:41', 'IP属地': '黑龙江', '评论内容': '武汉'}
{'评论时间': '2024-02-07 14:03:48', 'IP属地': '湖北', '评论内容': '传出湖北了吗？'}
{'评论时间': '2024-02-07 17:59:42', 'IP属地': '上海', '评论内容': '湖北老铁好样的'}
{'评论时间': '2024-02-07 20:03:16', 'IP属地': '浙江', '评论内容': '加油湖北'}
{'评论时间': '2024-02-07 04:01:23', 'IP属地': '河北', '评论内容': '遇到这种情况，首先先上车，打火，打开后窗后视镜座椅加热（没有的就算了），暖风吹前挡，拿个洗车的那种拖布，把车顶前挡的雪都清理一下，然后上车，看会视频抽根烟，十分钟后清理左右后视镜，可以泼点水，剩下的水都倒在前挡上，再清个几分钟就行了，开始不用管后玻璃和机盖，车热起来一碰就掉了'}
{'评论时间': '2024-02-07 17:29:10', 'IP属地': '广西', '评论内容': '天灾保险赔不？'}
{'评论时间': '2024-02-07 10:47:36', 'IP属地': '江苏', '评论内容': '电车'}
{'评论时间': '2024-02-07 12:38:57', 'IP属地': '湖北', '评论内容': '湖南加油'}
{'评论时间': '2024-02-07 07:01:32', 'IP属地': '山东', '评论内容': '你说电车怎么办'}
{'评论时间': '2024-02-07 01:23:38', 'IP属地': '山西', '评论内容': '虽然但是还挺解压'}
{'评论时间': '2024-02-07 17:02:00', 'IP属地': '山东', '评论内容': '让小孩哥小孩姐来，顺便给你弄个解压视频'}
{'评论时间': '2024-02-07 10:50:08', 'IP属地': '广东', '评论内容': '目前我就认定中石油中石化不倒闭就油车有优势'}
{'评论时间': '2024-02-07 12:50:36', 'IP属地': '山西', '评论内容': '吹捧电车续航的车评人都去哪了'}
{'评论时间': '2024-02-07 08:20:59', 'IP属地': '江苏', '评论内容': '不是，真有人开电车上高速啊'}
{'评论时间': '2024-02-07 13:46:35', 'IP属地': '重庆', '评论内容': '湖北加油'}
{'评论时间': '2024-02-07 00:45:01', 'IP属地': '湖北', '评论内容': '我谢主播的评论，给你点赞'}
{'评论时间': '2024-02-07 14:19:52', 'IP属地': '湖南', '评论内容': '石墩子：你们打雪仗，打我石墩子干嘛'}
{'评论时间': '2024-02-07 09:29:22', 'IP属地': '湖南', '评论内容': '就是懒 没及时清理呗 越冻越厚，开始撒盐和除雪剂就好了'}
{'评论时间': '2024-02-07 10:43:55', 'IP属地': '河南', '评论内容': '冷知识，电车开空调不费油'}
{'评论时间': '2024-02-07 01:58:06', 'IP属地': '黑龙江', '评论内容': '估计看见你这视频东北人都笑死了'}
{'评论时间': '2024-02-07 07:00:53', 'IP属地': '北京', '评论内容': '一看就是很少遇到 尽然清理那么干净'}
{'评论时间': '2024-02-07 18:44:58', 'IP属地': '湖北', '评论内容': '我忍不住笑了给警察叔叔点赞👍👍'}
{'评论时间': '2024-02-07 15:26:47', 'IP属地': '广东', '评论内容': '今年刚买电车'}
{'评论时间': '2024-02-07 05:08:14', 'IP属地': '河南', '评论内容': '跟北方各省科普冻雨'}
{'评论时间': '2024-02-07 10:22:06', 'IP属地': '河南', '评论内容': '河南看到了'}
{'评论时间': '2024-02-07 17:46:35', 'IP属地': '山东', '评论内容': '为什么停在路边的车上不是冻雨，不是厚厚的冰'}
{'评论时间': '2024-02-07 12:13:28', 'IP属地': '河南', '评论内容': '谢谢湖北网友科普，要不然我还不知道什么是冻雨呢'}
{'评论时间': '2024-02-07 09:33:40', 'IP属地': '四川', '评论内容': '大家别忘了，保险里有一定公里数免费救援一类的东西'}
{'评论时间': '2024-02-07 00:27:35', 'IP属地': '山西', '评论内容': '视频到山西了铁子们 '}
{'评论时间': '2024-02-07 02:28:48', 'IP属地': '福建', '评论内容': '这个是其次重点是第二年保险超贵'}
{'评论时间': '2024-02-07 21:47:22', 'IP属地': '湖北', '评论内容': '为老百姓点赞'}
{'评论时间': '2024-02-07 13:49:57', 'IP属地': '湖北', '评论内容': '个人建议你那车顶的冰是不是要铲一下'}
{'评论时间': '2024-02-07 09:15:39', 'IP属地': '江西', '评论内容': '看着好解压'}
{'评论时间': '2024-02-07 16:48:30', 'IP属地': '吉林', '评论内容': '做为东北人受教了！'}
{'评论时间': '2024-02-07 09:25:18', 'IP属地': '河南', '评论内容': '湖南湖北加油！！'}
{'评论时间': '2024-02-07 20:26:25', 'IP属地': '湖北', '评论内容': '是以为骂湖北湖南就能转移哈尔滨731遗址的热度嘛'}
{'评论时间': '2024-02-07 15:29:12', 'IP属地': '湖北', '评论内容': '湖北: 52条高速公路。总长七千多公里。大部分省只有20条左右的高速。还有非高速地区也要恢复没办法把有限的人手和设备分配到所有地方。'}
{'评论时间': '2024-02-07 15:27:38', 'IP属地': '湖南', '评论内容': '这玩意在东北是个非常常见且危险的玩意'}
{'评论时间': '2024-02-07 03:04:53', 'IP属地': '湖南', '评论内容': '电车牛逼'}
{'评论时间': '2024-02-07 17:21:19', 'IP属地': '浙江', '评论内容': '用武汉有些人的话讲，就是不能出理的，'}
{'评论时间': '2024-02-07 10:06:19', 'IP属地': '安徽', '评论内容': '电车不建议冬天上高速'}
{'评论时间': '2024-02-07 10:38:14', 'IP属地': '广东', '评论内容': '作为一个南方人没见过雪 感觉挺好玩的'}
{'评论时间': '2024-02-07 14:32:17', 'IP属地': '广东', '评论内容': '什么人会选择骂天灾'}
{'评论时间': '2024-02-07 00:12:15', 'IP属地': '广东', '评论内容': '湖北的男人不能嫁，湖北的女人不能娶'}
{'评论时间': '2024-02-07 12:46:12', 'IP属地': '浙江', '评论内容': '家里已经有油车的，想市区代步的，买一辆便宜的电的市区开开，正常所谓500公里续航，基本200-300公里有保障，市区或者周边郊区完全足够，没有车的家里准备买第一辆的，肯定是油车啊，远近都可以开得到.便宜的油车又不是没有。'}
{'评论时间': '2024-02-07 14:04:50', 'IP属地': '山西', '评论内容': '不准骂我湖北大哥'}
{'评论时间': '2024-02-07 15:04:17', 'IP属地': '海南', '评论内容': '湖北加油'}
{'评论时间': '2024-02-07 10:35:17', 'IP属地': '湖北', '评论内容': '冰雹是下来之前就是冰，冻雨是下来之前是冰雨，落地后直接成冰，而且持续下，一般的时候和雨一样，持续了1h后直接成为厚实的冰层'}
{'评论时间': '2024-02-07 00:00:01', 'IP属地': '山西', '评论内容': '挺身而出、打抱不平！理性科普、以理服人！一莎勇敢发声、以正视听的凛然举动很侠义、帅呆了！！'}
{'评论时间': '2024-02-07 10:40:53', 'IP属地': '辽宁', '评论内容': '给个建议，最好把后视镜折叠功能关了'}
{'评论时间': '2024-02-07 09:17:09', 'IP属地': '广东', '评论内容': '看得我热泪盈眶。湖北人好样的'}
{'评论时间': '2024-02-07 14:58:26', 'IP属地': '江苏', '评论内容': '所有湖北发的段子都在给全世界科普什么是湖北的冻雨！跟别的地方的冻雨不一样'}
{'评论时间': '2024-02-07 19:53:48', 'IP属地': '安徽', '评论内容': '讲过笑话   安徽河南高速除雪设备都是从湖北买的'}
