{'评论时间': '2024-02-02 19:58:28', 'IP属地': '湖北', '评论内容': '这里程表会显示多少码呢'}
{'评论时间': '2024-02-02 18:53:50', 'IP属地': '湖北', '评论内容': 'V12的发动机都不行了吧'}
{'评论时间': '2024-02-02 19:22:35', 'IP属地': '河南', '评论内容': '里程表跟轮子对了一晚上账'}
{'评论时间': '2024-02-02 17:41:56', 'IP属地': '青海', '评论内容': '慢慢踩油门啊'}
{'评论时间': '2024-02-02 19:26:15', 'IP属地': '天津', '评论内容': '唉！这年头不浇油不滑溜，交警你倒是给浇点油啊，'}
{'评论时间': '2024-02-02 22:27:57', 'IP属地': '湖北', '评论内容': '那年在高速上堵着，油耗没了'}
{'评论时间': '2024-02-02 20:23:20', 'IP属地': '湖北', '评论内容': '通山没下雪雨都很小'}
{'评论时间': '2024-02-02 21:37:30', 'IP属地': '湖北', '评论内容': '刘德华说  这是冰雨'}
{'评论时间': '2024-02-02 19:10:55', 'IP属地': '广东', '评论内容': '前轱辘转后轱辘不转斯密达'}
{'评论时间': '2024-02-02 23:19:59', 'IP属地': '湖北', '评论内容': '浓浓的警民情，车主心中牵挂着雪天依然战斗在一线的交警同志，久久不愿离去'}
{'评论时间': '2024-02-02 17:14:50', 'IP属地': '湖北', '评论内容': '今天的冻雨，滴到我身上真是快冻住'}
{'评论时间': '2024-02-02 22:27:55', 'IP属地': '湖北', '评论内容': '油耗和里程表对了一天'}
{'评论时间': '2024-02-02 18:52:51', 'IP属地': '上海', '评论内容': '百公里几十个油？'}
{'评论时间': '2024-02-02 18:36:13', 'IP属地': '湖北', '评论内容': '哈哈这天气我窝尿都要手里拿个杆子边窝边打要不然跟不上节奏'}
{'评论时间': '2024-02-02 19:53:07', 'IP属地': '湖北', '评论内容': '交警都在路上，市政不在路上'}
{'评论时间': '2024-02-02 14:58:26', 'IP属地': '湖北', '评论内容': '湖北加令钩子'}
{'评论时间': '2024-02-02 19:30:12', 'IP属地': '湖南', '评论内容': '08年冻雨中心区经历过了'}
{'评论时间': '2024-02-02 21:43:48', 'IP属地': '湖北', '评论内容': '我在想，要是这个速度，前轮不打滑了，，突然有很大的抓地力，，那是不是直接冲出去了'}
{'评论时间': '2024-02-02 20:18:13', 'IP属地': '广东', '评论内容': '一箱油能不能开一公里'}
{'评论时间': '2024-02-02 22:23:45', 'IP属地': '广东', '评论内容': '湖北根本就没有下，你这是湖北的那个犄角旮旯的地方'}
{'评论时间': '2024-02-02 22:18:10', 'IP属地': '湖北', '评论内容': '今晚又是一夜冻雨'}
{'评论时间': '2024-02-02 17:30:39', 'IP属地': '湖北', '评论内容': '昨天在高速上堵着，油耗没了'}
{'评论时间': '2024-02-02 18:50:25', 'IP属地': '湖北', '评论内容': '我今天都没出门'}
{'评论时间': '2024-02-02 18:23:14', 'IP属地': '湖南', '评论内容': '冻雨——滴水成冰'}
{'评论时间': '2024-02-02 16:46:12', 'IP属地': '湖南', '评论内容': '从加油站出来一公里就发现没油了'}
{'评论时间': '2024-02-02 17:57:50', 'IP属地': '河南', '评论内容': '交警:让你走，没让你清冰'}
{'评论时间': '2024-02-02 20:32:44', 'IP属地': '湖北', '评论内容': '这油不贵了百公里一个加油站'}
{'评论时间': '2024-02-02 16:01:16', 'IP属地': '湖北', '评论内容': '活了几十年才晓得冻雨原来是这样'}
{'评论时间': '2024-02-02 18:12:24', 'IP属地': '湖北', '评论内容': '来一趟湖北太难了，冷的发抖'}
{'评论时间': '2024-02-02 11:50:42', 'IP属地': '湖北', '评论内容': '黄冈这边没下冻雨'}
{'评论时间': '2024-02-02 20:27:17', 'IP属地': '新疆', '评论内容': '冻雨就是，下下来就冻了的雨'}
{'评论时间': '2024-02-02 16:37:44', 'IP属地': '湖北', '评论内容': '这警察太坏了'}
{'评论时间': '2024-02-02 23:39:31', 'IP属地': '广东', '评论内容': '现在知道湖北有多冷了吧'}
{'评论时间': '2024-02-02 18:11:48', 'IP属地': '广东', '评论内容': '听说好多北方人吐槽南方的几天就结束的回南潮湿天气'}
{'评论时间': '2024-02-02 20:52:54', 'IP属地': '湖北', '评论内容': '格八木的，油门小点不就走了吗，给那么大油门能走冯'}
{'评论时间': '2024-02-02 15:42:27', 'IP属地': '湖北', '评论内容': '太冷了'}
{'评论时间': '2024-02-02 14:32:38', 'IP属地': '湖南', '评论内容': '我居然听得懂湖北话'}
{'评论时间': '2024-02-02 17:21:19', 'IP属地': '河南', '评论内容': '就不会小油门或怠速行驶，真不行左右蛇形步上'}
{'评论时间': '2024-02-02 22:52:27', 'IP属地': '湖北', '评论内容': '摩擦，摩擦，在这光滑的地上摩擦'}
{'评论时间': '2024-02-02 19:04:33', 'IP属地': '湖北', '评论内容': '就说结冰啦！'}
{'评论时间': '2024-02-02 22:39:00', 'IP属地': '湖北', '评论内容': '武汉只下冻雨'}
{'评论时间': '2024-02-02 19:48:30', 'IP属地': '湖北', '评论内容': '轮胎转下啊'}
{'评论时间': '2024-02-02 19:31:24', 'IP属地': '湖北', '评论内容': '见过公交车飘忽的吗  今天早上就有'}
{'评论时间': '2024-02-02 17:40:34', 'IP属地': '湖北', '评论内容': '玩们这边下雪了'}
{'评论时间': '2024-02-02 16:17:14', 'IP属地': '湖北', '评论内容': '我们这里也下着冻雨'}
{'评论时间': '2024-02-02 17:01:24', 'IP属地': '河南', '评论内容': '后轱辘不转前轱辘转'}
{'评论时间': '2024-02-02 19:44:30', 'IP属地': '湖北', '评论内容': '贵A被你们大湖北的冻雨封印在荆州公安南出口了'}
{'评论时间': '2024-02-02 20:33:31', 'IP属地': '湖北', '评论内容': '雪地模式打开啊'}
{'评论时间': '2024-02-02 18:06:01', 'IP属地': '江苏', '评论内容': '当着警察面玩漂移，罚死ta'}
{'评论时间': '2024-02-02 19:01:24', 'IP属地': '湖北', '评论内容': '前咕噜转，后轱辘不转思密达'}
{'评论时间': '2024-02-02 16:52:04', 'IP属地': '四川', '评论内容': '交警：你走不走，不走我开罚单了'}
{'评论时间': '2024-02-02 22:03:09', 'IP属地': '湖北', '评论内容': '两位好交警，一个指挥，一个推车！'}
{'评论时间': '2024-02-02 15:01:01', 'IP属地': '湖北', '评论内容': '路结冰还往外跑，在家里不香吗'}
{'评论时间': '2024-02-02 16:52:05', 'IP属地': '湖北', '评论内容': '这就是正宗的高冷'}
{'评论时间': '2024-02-02 19:59:09', 'IP属地': '湖北', '评论内容': '看到交警同志吓得走不动了'}
{'评论时间': '2024-02-02 18:32:15', 'IP属地': '湖北', '评论内容': '应城下雪了'}
{'评论时间': '2024-02-02 18:41:14', 'IP属地': '湖北', '评论内容': '今天冻雨闹了个笑话，车停在路边，发现车身全冻住了，车门也打不开，以为车门也冰住了，还在别门店借开水化冰，结果是一'}
{'评论时间': '2024-02-02 18:01:19', 'IP属地': '广东', '评论内容': '好标准的湖北口音'}
{'评论时间': '2024-02-02 17:54:14', 'IP属地': '新疆', '评论内容': '一百米的距离码表显示一公里'}
{'评论时间': '2024-02-02 18:10:15', 'IP属地': '湖北', '评论内容': '家人们，今天的武汉冷吗'}
{'评论时间': '2024-02-02 17:49:07', 'IP属地': '湖南', '评论内容': '前驱也不行以后要买四驱了'}
{'评论时间': '2024-02-02 20:16:21', 'IP属地': '四川', '评论内容': '前轱辘转，后轱辘不转'}
{'评论时间': '2024-02-02 19:42:12', 'IP属地': '湖北', '评论内容': '手动模式一档慢慢起步，技术也很重要！'}
{'评论时间': '2024-02-02 19:33:52', 'IP属地': '安徽', '评论内容': '还真有结冰天开车出门的'}
{'评论时间': '2024-02-02 19:13:36', 'IP属地': '陕西', '评论内容': '冰雨'}
{'评论时间': '2024-02-02 19:38:37', 'IP属地': '湖北', '评论内容': '冻死啦，没暖气 一直开着空调'}
{'评论时间': '2024-02-02 19:32:11', 'IP属地': '福建', '评论内容': '在轮胎上面打几个钉子。'}
{'评论时间': '2024-02-02 15:38:12', 'IP属地': '湖北', '评论内容': '烧胎起步    '}
{'评论时间': '2024-02-02 16:44:05', 'IP属地': '贵州', '评论内容': '让交警拿脚板垫一下轮子就好了'}
{'评论时间': '2024-02-02 13:57:02', 'IP属地': '湖北', '评论内容': '这天气我都不开车'}
{'评论时间': '2024-02-02 15:43:29', 'IP属地': '湖南', '评论内容': '百公里油耗多少'}
{'评论时间': '2024-02-02 16:50:26', 'IP属地': '湖北', '评论内容': '就舍不得按个防滑链呗'}
{'评论时间': '2024-02-02 19:57:01', 'IP属地': '北京', '评论内容': '越加油门越不走'}
{'评论时间': '2024-02-02 22:30:06', 'IP属地': '广东', '评论内容': '百公里油耗多少'}
{'评论时间': '2024-02-02 19:49:31', 'IP属地': '福建', '评论内容': '大哥还是走路快点'}
{'评论时间': '2024-02-02 20:44:42', 'IP属地': '湖南', '评论内容': '看看湖南的冻雨'}
{'评论时间': '2024-02-02 16:13:24', 'IP属地': '湖北', '评论内容': '湖北大部分地区都下冻雨了，我的车昨天停外面也中招了，想开车还得弄半天'}
{'评论时间': '2024-02-02 17:19:45', 'IP属地': '广东', '评论内容': '想问一下为什么会下冻雨，人被雨淋到也会变这样吗'}
{'评论时间': '2024-02-02 23:38:51', 'IP属地': '湖北', '评论内容': '东北有冻梨，湖北有冻雨'}
{'评论时间': '2024-02-02 17:37:58', 'IP属地': '广东', '评论内容': '油耗直接干上天'}
{'评论时间': '2024-02-02 23:41:27', 'IP属地': '湖北', '评论内容': '傻子一样的，一档小油门起步跑起来你杀都杀不住'}
{'评论时间': '2024-02-02 19:05:27', 'IP属地': '北京', '评论内容': '综合油耗1米加速10个油'}
{'评论时间': '2024-02-02 19:25:35', 'IP属地': '广东', '评论内容': '这玩意叫冻雨'}
{'评论时间': '2024-02-02 23:12:43', 'IP属地': '湖北', '评论内容': '这天气，两驱车就别出来溜达了'}
{'评论时间': '2024-02-02 20:31:15', 'IP属地': '陕西', '评论内容': '交警负责发力，车轮负责表演'}
{'评论时间': '2024-02-02 18:37:32', 'IP属地': '新疆', '评论内容': '这样还敢开车上路'}
{'评论时间': '2024-02-02 19:31:15', 'IP属地': '江西', '评论内容': '交警：跑的还没我走得快'}
{'评论时间': '2024-02-02 18:37:13', 'IP属地': '湖北', '评论内容': '一公里油耗5升'}
{'评论时间': '2024-02-02 16:10:15', 'IP属地': '浙江', '评论内容': '后天还会下冻雨吗'}
{'评论时间': '2024-02-02 17:07:18', 'IP属地': '江苏', '评论内容': '上个班不容易，有时自己摔跤，有时还的给你们推车'}
{'评论时间': '2024-02-02 17:23:43', 'IP属地': '广东', '评论内容': '哈哈，就这动了还是后面交警推的'}
{'评论时间': '2024-02-02 18:02:21', 'IP属地': '广东', '评论内容': '前驱拉着慢慢走，后驱推着下河沟。'}
{'评论时间': '2024-02-02 19:38:29', 'IP属地': '湖北', '评论内容': '武汉的冻雨也分外妖娆'}
{'评论时间': '2024-02-02 16:43:41', 'IP属地': '湖北', '评论内容': '冻雨'}
{'评论时间': '2024-02-02 18:10:26', 'IP属地': '湖北', '评论内容': '难道我不在湖北么？'}
{'评论时间': '2024-02-02 17:51:35', 'IP属地': '江苏', '评论内容': '油门踩的越深，车子跑的越慢'}
{'评论时间': '2024-02-02 21:39:41', 'IP属地': '湖北', '评论内容': '湖北特色冰雕'}
