{'评论时间': '2024-02-09 17:01:39', 'IP属地': '安徽', '评论内容': '感动了'}
{'评论时间': '2024-02-09 19:02:52', 'IP属地': '吉林', '评论内容': '设计有缺陷'}
{'评论时间': '2024-02-09 15:26:14', 'IP属地': '河南', '评论内容': '河南邻居看着呢，好心人自多福'}
{'评论时间': '2024-02-09 19:57:06', 'IP属地': '河北', '评论内容': '好可爱的三只'}
{'评论时间': '2024-02-09 00:26:18', 'IP属地': '福建', '评论内容': '非常感谢一莎老师为湖北发声'}
{'评论时间': '2024-02-09 17:13:10', 'IP属地': '湖北', '评论内容': '不是湖北才有高速路。不是只有湖北才下雪！谁的人民币都不是从天上掉下来的你们不要到底绑架'}
{'评论时间': '2024-02-09 19:27:22', 'IP属地': '河南', '评论内容': '对对对，在全国违规的收割机在湖北不违规能上高速，在全国都能化的雪，在湖北就是能涨知识的冻雨。'}
{'评论时间': '2024-02-09 18:22:20', 'IP属地': '浙江', '评论内容': '先是人工挖慢慢挖 然后挖掘机刮 然后修路 领导太有头脑了'}
{'评论时间': '2024-02-09 07:38:50', 'IP属地': '江苏', '评论内容': '没处理好就是没处理好，借口一大堆，苦的是赶回家过年的人'}
{'评论时间': '2024-02-09 08:09:42', 'IP属地': '宁夏', '评论内容': '如果是视频这样 下三个小时 那冰就老厚了    汽车估计都得冻住  '}
{'评论时间': '2024-02-09 02:55:01', 'IP属地': '河北', '评论内容': '这有啥稀奇的'}
{'评论时间': '2024-02-09 19:22:05', 'IP属地': '河南', '评论内容': '需要破冰船吗'}
{'评论时间': '2024-02-09 06:29:28', 'IP属地': '江西', '评论内容': '确实不容易'}
{'评论时间': '2024-02-09 20:59:37', 'IP属地': '湖北', '评论内容': '谁知道湖北的传统美食陀螺（大汤圆）'}
{'评论时间': '2024-02-09 07:29:28', 'IP属地': '安徽', '评论内容': '少见多怪'}
{'评论时间': '2024-02-09 08:19:40', 'IP属地': '贵州', '评论内容': '因为经历过08年贵州冻雨，所以知道湖北经历了什么'}
{'评论时间': '2024-02-09 06:52:59', 'IP属地': '吉林', '评论内容': '就这状态教人们认识冻雨'}
{'评论时间': '2024-02-09 23:42:19', 'IP属地': '江苏', '评论内容': '懒+雨夹雪等于冻雨'}
{'评论时间': '2024-02-09 10:32:03', 'IP属地': '福建', '评论内容': '湖北算南方吗？'}
{'评论时间': '2024-02-09 09:42:59', 'IP属地': '黑龙江', '评论内容': '比东北还冷吗'}
{'评论时间': '2024-02-09 15:24:18', 'IP属地': '山东', '评论内容': '这次分加给湖北'}
{'评论时间': '2024-02-09 12:17:24', 'IP属地': '江苏', '评论内容': '大过年的，看得我泪流满面'}
{'评论时间': '2024-02-09 05:13:56', 'IP属地': '山东', '评论内容': '大爱无声，只有行动！'}
{'评论时间': '2024-02-09 00:05:42', 'IP属地': '广西', '评论内容': '到广西了，湖北加油'}
{'评论时间': '2024-02-09 00:11:00', 'IP属地': '湖南', '评论内容': '半个小时就能清完的事'}
{'评论时间': '2024-02-09 12:16:58', 'IP属地': '吉林', '评论内容': '就是没及时清，还在找借口，服了'}
{'评论时间': '2024-02-09 16:57:10', 'IP属地': '山东', '评论内容': '我是山东的'}
{'评论时间': '2024-02-09 15:09:30', 'IP属地': '山东', '评论内容': '十年老司机告诉你个小窍门  半个小时之内就能搞定   去买个破冰锤  用力两下就下来了  然后去4s店维修换个备用车'}
{'评论时间': '2024-02-09 17:30:13', 'IP属地': '山西', '评论内容': '嘴硬三尺非一日之寒'}
{'评论时间': '2024-02-09 10:12:15', 'IP属地': '浙江', '评论内容': '年年湖北都出幺蛾子'}
{'评论时间': '2024-02-09 13:59:54', 'IP属地': '辽宁', '评论内容': '撒盐没有用？东北零下30多度撒盐效果不错。你们那里很冷吗？这专家'}
{'评论时间': '2024-02-09 09:26:01', 'IP属地': '贵州', '评论内容': '贵州年年下的着不住，湖北加油吧'}
{'评论时间': '2024-02-09 06:53:07', 'IP属地': '山西', '评论内容': '天气预报是怎么预报的。'}
{'评论时间': '2024-02-09 12:47:08', 'IP属地': '江苏', '评论内容': '设计这个的绝对是南方人'}
{'评论时间': '2024-02-09 15:07:05', 'IP属地': '河南', '评论内容': '赶紧去铲雪吧'}
{'评论时间': '2024-02-09 19:06:42', 'IP属地': '四川', '评论内容': '有难同当'}
{'评论时间': '2024-02-09 00:29:42', 'IP属地': '黑龙江', '评论内容': '好爱中国人民'}
{'评论时间': '2024-02-09 19:46:12', 'IP属地': '河北', '评论内容': '愿人人平安。'}
{'评论时间': '2024-02-09 00:15:49', 'IP属地': '贵州', '评论内容': '南方人不懂，你能忽悠北方人吗'}
{'评论时间': '2024-02-09 09:18:28', 'IP属地': '广东', '评论内容': '评论区年龄50岁以上的人多的是，还用他们来普及冻雨吗？天天科普，无知＋幼稚＋愚昧，真是悲哀！！'}
{'评论时间': '2024-02-09 07:22:11', 'IP属地': '山东', '评论内容': '当解释被当做抬杠，科普被当成笑话，当10元泡面被喷成投机，那为啥不好好过年呢？谁堵谁铲就好了，新年快乐啊'}
{'评论时间': '2024-02-09 07:47:19', 'IP属地': '广东', '评论内容': '那被通报的是怎么回事'}
{'评论时间': '2024-02-09 10:20:47', 'IP属地': '山东', '评论内容': '山东老表看见啦'}
{'评论时间': '2024-02-09 09:02:46', 'IP属地': '江苏', '评论内容': '为了洗白也是拼了'}
{'评论时间': '2024-02-09 13:16:25', 'IP属地': '安徽', '评论内容': '怎么把我看的热泪盈眶'}
{'评论时间': '2024-02-09 19:13:55', 'IP属地': '山东', '评论内容': '下冻雨的时候不知道把高速封掉吗？'}
{'评论时间': '2024-02-09 01:00:26', 'IP属地': '河南', '评论内容': '再科普几个月都夏天了'}
{'评论时间': '2024-02-09 14:52:33', 'IP属地': '湖北', '评论内容': '只有湘鄂赣老表能互相理解啊'}
{'评论时间': '2024-02-09 11:02:00', 'IP属地': '四川', '评论内容': '只有唱一句，冷冷的冰雨在脸上胡乱的拍'}
{'评论时间': '2024-02-09 08:29:34', 'IP属地': '广西', '评论内容': '冻成冰了'}
{'评论时间': '2024-02-09 02:19:29', 'IP属地': '湖北', '评论内容': '他们会说你为什么不砍树'}
{'评论时间': '2024-02-09 23:50:02', 'IP属地': '湖北', '评论内容': '刷了整个评论区。今天风向怎么这么好，不像之前各种无脑喷'}
{'评论时间': '2024-02-09 11:30:51', 'IP属地': '山西', '评论内容': '适合做炒酸奶'}
{'评论时间': '2024-02-09 06:55:16', 'IP属地': '北京', '评论内容': '我说视频这么短呢！'}
{'评论时间': '2024-02-09 08:53:07', 'IP属地': '河南', '评论内容': '一千多张照片边十张要几天'}
{'评论时间': '2024-02-09 21:26:39', 'IP属地': '河南', '评论内容': '所以说不是没有作为，是大家在努力使恢复正常，所以不要着急不要吵闹，没有人希望出事'}
{'评论时间': '2024-02-09 02:19:36', 'IP属地': '湖南', '评论内容': '湖南差不多每年都这样'}
{'评论时间': '2024-02-09 23:11:05', 'IP属地': '广东', '评论内容': '不准骂我湖北老表！'}
{'评论时间': '2024-02-09 11:40:52', 'IP属地': '湖北', '评论内容': '鄂鄂怎么一直在被骂啊'}
{'评论时间': '2024-02-09 14:19:25', 'IP属地': '辽宁', '评论内容': '我老弟给我掰的'}
{'评论时间': '2024-02-09 10:52:36', 'IP属地': '湖北', '评论内容': '啊啊啊！当时我下去下面玩雪结果手机掉了'}
{'评论时间': '2024-02-09 15:06:30', 'IP属地': '湖南', '评论内容': '不是地域歧视，但是感觉到北方人真的对我们湖南湖北有很大的敌意'}
{'评论时间': '2024-02-09 08:17:40', 'IP属地': '福建', '评论内容': '汽车刚开启时最好不要开暖气什么的，发动机会损耗加剧，尤其是冷却装置'}
{'评论时间': '2024-02-09 07:00:36', 'IP属地': '安徽', '评论内容': '为中国公安交警点赞'}
{'评论时间': '2024-02-09 00:41:21', 'IP属地': '浙江', '评论内容': '湖北好样天灾无情人有情。'}
{'评论时间': '2024-02-09 22:27:19', 'IP属地': '黑龙江', '评论内容': '开始是懒惰。后来嘴就冻硬了'}
{'评论时间': '2024-02-09 15:46:08', 'IP属地': '湖南', '评论内容': '冻雨不是任何人的错，那群键盘侠骂完我们骂鄂鄂，我就看谁敢骂我老表'}
{'评论时间': '2024-02-09 17:04:07', 'IP属地': '安徽', '评论内容': '使点儿劲儿就开了，没吃饭是怎么着'}
{'评论时间': '2024-02-09 23:51:01', 'IP属地': '湖北', '评论内容': '开水一烫'}
{'评论时间': '2024-02-09 02:00:03', 'IP属地': '辽宁', '评论内容': '加我'}
{'评论时间': '2024-02-09 05:32:10', 'IP属地': '广西', '评论内容': '本人作为10多年的老司机，想给还没买车的朋友一些忠告，油车不费电，电车不费油，想省油就买电车，想省电就买油车'}
{'评论时间': '2024-02-09 18:49:34', 'IP属地': '江西', '评论内容': '好车是这样的'}
{'评论时间': '2024-02-09 00:01:13', 'IP属地': '四川', '评论内容': '我坚信点赞的几乎是湖北的人，只为证明他们已经努力了！'}
{'评论时间': '2024-02-09 00:00:40', 'IP属地': '上海', '评论内容': '这就是中国人骨子里的善，骨子里的美'}
{'评论时间': '2024-02-09 21:31:19', 'IP属地': '广西', '评论内容': '还是广西天气好'}
{'评论时间': '2024-02-09 19:08:08', 'IP属地': '云南', '评论内容': '冰冻三尺非一日之寒'}
{'评论时间': '2024-02-09 21:46:45', 'IP属地': '湖南', '评论内容': '08年湖南，我们这里小县城，好像是21天左右，当然有些地方天数不一样，国道堵了多少人反正我家附近都是大巴和私家车，那些坐在车里吃着我们农村百姓免费的食物和热水的时候，我们没要他们下车帮忙，就怕他们冻到，我们当时停电停水，自救，抢险救援，当时那种情况，也许只有云贵川的兄弟姐妹才能懂吧。当时堵的基本都是那边的。'}
{'评论时间': '2024-02-09 09:19:17', 'IP属地': '湖北', '评论内容': '向所有辛苦在前线的工作人员致敬'}
{'评论时间': '2024-02-09 01:34:11', 'IP属地': '陕西', '评论内容': '这是一缺三'}
{'评论时间': '2024-02-09 15:22:36', 'IP属地': '湖南', '评论内容': '我们这网线都被冻断了，祭祖上坟我都摔跤磕到乞丐这不是任何一个两湖人想要的天气'}
{'评论时间': '2024-02-09 21:07:59', 'IP属地': '安徽', '评论内容': '安徽也这样啊，各家门前自己就弄掉了'}
{'评论时间': '2024-02-09 13:17:09', 'IP属地': '河南', '评论内容': '放开铲子，让我来'}
{'评论时间': '2024-02-09 17:15:39', 'IP属地': '河南', '评论内容': '要不要救援啊'}
{'评论时间': '2024-02-09 02:43:54', 'IP属地': '湖北', '评论内容': '我有刷到网友发的行车记录仪，湖北高速提前冻雨之前撒盐了，但也没起啥作用'}
{'评论时间': '2024-02-09 13:17:39', 'IP属地': '四川', '评论内容': '为什么会骂他们呀'}
{'评论时间': '2024-02-09 22:51:48', 'IP属地': '湖北', '评论内容': '明明是天灾，为什么要怪我们湖北'}
{'评论时间': '2024-02-09 09:42:05', 'IP属地': '安徽', '评论内容': '陪摔 好有同情心啊'}
{'评论时间': '2024-02-09 16:53:58', 'IP属地': '辽宁', '评论内容': '有没有可能就用买水的钱多买几袋盐，就能秒化了呢'}
{'评论时间': '2024-02-09 02:17:10', 'IP属地': '黑龙江', '评论内容': '东北来了来了'}
{'评论时间': '2024-02-09 08:02:23', 'IP属地': '江苏', '评论内容': '大年30，我不厚道的笑了'}
{'评论时间': '2024-02-09 06:42:05', 'IP属地': '广东', '评论内容': '油车开暖气虽然也费油，开暖气等热起来就熄火，等暖气散尽又开暖气又熄火，无线循环...也总比纯电车续航时间长'}
{'评论时间': '2024-02-09 22:16:55', 'IP属地': '内蒙古', '评论内容': '见过'}
{'评论时间': '2024-02-09 18:59:37', 'IP属地': '广东', '评论内容': '这菜苔好吃'}
{'评论时间': '2024-02-09 08:56:28', 'IP属地': '安徽', '评论内容': '遥遥领先'}
{'评论时间': '2024-02-09 00:44:29', 'IP属地': '湖北', '评论内容': '这帮喷子我熟，四年前也是这么骂武汉的'}
{'评论时间': '2024-02-09 13:08:31', 'IP属地': '贵州', '评论内容': '一个常年受难的城市凭什么要受到指责'}
{'评论时间': '2024-02-09 00:52:36', 'IP属地': '湖南', '评论内容': '骂鄂鄂的我跟他没完'}
{'评论时间': '2024-02-09 18:07:20', 'IP属地': '广东', '评论内容': '骂湖北的人替我家人挡灾'}
{'评论时间': '2024-02-09 12:56:26', 'IP属地': '山东', '评论内容': '这下的不就是雪吗？'}
{'评论时间': '2024-02-09 07:48:50', 'IP属地': '河南', '评论内容': '这设计师也太有才了'}
{'评论时间': '2024-02-09 07:03:11', 'IP属地': '山西', '评论内容': '提前支起雨刷'}
{'评论时间': '2024-02-09 09:51:36', 'IP属地': '江苏', '评论内容': '人家喷是 你为啥第一天不除 要一个礼拜快化了再去做样子'}
{'评论时间': '2024-02-09 09:28:36', 'IP属地': '浙江', '评论内容': '屎拉到裤子上了怪屁股擦不干净'}
{'评论时间': '2024-02-09 11:25:54', 'IP属地': '山西', '评论内容': '湖北还真是多灾多难'}
{'评论时间': '2024-02-09 02:38:23', 'IP属地': '江苏', '评论内容': '这个值得表扬、看得出这才是真正为人民服务'}
{'评论时间': '2024-02-09 00:24:46', 'IP属地': '吉林', '评论内容': '好搞笑'}
{'评论时间': '2024-02-09 09:07:45', 'IP属地': '江西', '评论内容': '不许骂老表！'}
{'评论时间': '2024-02-09 10:21:31', 'IP属地': '广东', '评论内容': '我也想玩'}
{'评论时间': '2024-02-09 00:54:18', 'IP属地': '新疆', '评论内容': '在新疆我们一根烟五到十分钟的时间就搞定了'}
{'评论时间': '2024-02-09 11:53:39', 'IP属地': '安徽', '评论内容': '说棉车衣的那个人笑死我了，我车衣冻的跟塑料差不多，取下来都花了半天功夫，还只是安徽的大雪不是湖北的冻雨'}
{'评论时间': '2024-02-09 16:50:42', 'IP属地': '云南', '评论内容': '冷藏'}
{'评论时间': '2024-02-09 10:25:56', 'IP属地': '陕西', '评论内容': '带着他走遍全世界'}
{'评论时间': '2024-02-09 09:26:37', 'IP属地': '重庆', '评论内容': '不整齐'}
{'评论时间': '2024-02-09 21:54:08', 'IP属地': '安徽', '评论内容': '对不起！交警，看了这视频我想到无接触事故。'}
{'评论时间': '2024-02-09 00:09:17', 'IP属地': '广东', '评论内容': '😳哎呦哈哈😃'}
{'评论时间': '2024-02-09 00:29:07', 'IP属地': '日本', '评论内容': '人工铲雪'}
{'评论时间': '2024-02-09 13:10:46', 'IP属地': '河南', '评论内容': '原来是人工'}
{'评论时间': '2024-02-09 10:03:55', 'IP属地': '河南', '评论内容': '大家只要安心回家过年就好，湖北高速既然不好走大家绕一下，走其它地方'}
{'评论时间': '2024-02-09 07:59:19', 'IP属地': '山东', '评论内容': '确实是冻雨，我们这下冻雨都不用除的，等到春暖花开自己就化了'}
{'评论时间': '2024-02-09 14:20:36', 'IP属地': '山西', '评论内容': '杯子里面的为什么不冻'}
{'评论时间': '2024-02-09 00:12:56', 'IP属地': '广东', '评论内容': '河南本身就是北方常年冬雪有何奇怪？？？季节气候就摆在那里还和南方比，比什么，比你们常年下雪有经验，难道不是正常的么？年年冻雪，如果没有经验你们如何居住如何生活？'}
{'评论时间': '2024-02-09 15:27:32', 'IP属地': '黑龙江', '评论内容': '找塑料袋装上热水……'}
{'评论时间': '2024-02-09 00:07:14', 'IP属地': '湖南', '评论内容': '灭魂丁'}
{'评论时间': '2024-02-09 04:33:27', 'IP属地': '河南', '评论内容': '别说了'}
{'评论时间': '2024-02-09 11:34:36', 'IP属地': '山东', '评论内容': '你看只要想干办法就是有的吧'}
{'评论时间': '2024-02-09 17:23:29', 'IP属地': '广西', '评论内容': '中国最美好的记忆！'}
{'评论时间': '2024-02-09 19:13:24', 'IP属地': '湖南', '评论内容': '从来没有推过车，今天是第一次'}
{'评论时间': '2024-02-09 01:30:30', 'IP属地': '陕西', '评论内容': '西安看到了'}
{'评论时间': '2024-02-09 03:28:25', 'IP属地': '泰国', '评论内容': '这题我会：以为第二天就化了'}
{'评论时间': '2024-02-09 05:44:37', 'IP属地': '安徽', '评论内容': '评论区每个都是50万吗？为什么会怪湖北？冻雨是天灾，是湖北没事找事诚心想让人回不了家咋得？冻雨是雨水接触到地面的那一刻立刻结冰，没学过物理还没学过地理吗？'}
{'评论时间': '2024-02-09 04:17:12', 'IP属地': '湖北', '评论内容': '高冷高冷，冷真的来了'}
{'评论时间': '2024-02-09 01:02:43', 'IP属地': '河南', '评论内容': '这不就是雪被压实了嘛，北方哪个省份没见过？前几天看湖北的兄弟科普冻雨都给我整不自信了'}
{'评论时间': '2024-02-09 16:40:20', 'IP属地': '广东', '评论内容': '全军覆没'}
{'评论时间': '2024-02-09 08:27:42', 'IP属地': '河北', '评论内容': '铲子不好用，十八镑大锤好用'}
{'评论时间': '2024-02-09 21:19:29', 'IP属地': '河南', '评论内容': '主播必须火起来'}
{'评论时间': '2024-02-09 05:21:37', 'IP属地': '天津', '评论内容': '星期五开始下冻雨，湖北高速在等雪停，等太阳岀来'}
{'评论时间': '2024-02-09 19:44:40', 'IP属地': '内蒙古', '评论内容': '。。。。'}
{'评论时间': '2024-02-09 17:35:29', 'IP属地': '湖南', '评论内容': '湖南一个市的绿化损失都有几千万了 死的人也很多 为什么还要去骂呢 神金 我之前出去都差点被树砸死了'}
{'评论时间': '2024-02-09 01:22:25', 'IP属地': '浙江', '评论内容': '比剑，耍剑，看剑'}
{'评论时间': '2024-02-09 16:32:10', 'IP属地': '湖北', '评论内容': '跟鄂不湘赣，怎么冷的天，咱们和湘湘、赣赣一起烤火斗地主叭'}
{'评论时间': '2024-02-09 15:04:32', 'IP属地': '河北', '评论内容': '警察叔叔太帅了'}
{'评论时间': '2024-02-09 01:10:36', 'IP属地': '天津', '评论内容': '我好怕你把玻璃敲碎了'}
{'评论时间': '2024-02-09 09:14:58', 'IP属地': 'IP未知', '评论内容': '没说你们下的是雪，一直在说的是你们铲的慢了，一直跑题'}
{'评论时间': '2024-02-09 22:55:48', 'IP属地': '河南', '评论内容': '拿个热风机吹一个小时就可以了'}
{'评论时间': '2024-02-09 00:15:58', 'IP属地': '广东', '评论内容': '广东发来慰问，路通了吗？明天就大年三十了，希望大家都能平安到家'}
{'评论时间': '2024-02-09 09:39:27', 'IP属地': '河北', '评论内容': '什么鬼。让他自己一个省'}
{'评论时间': '2024-02-09 07:21:11', 'IP属地': '江苏', '评论内容': '谁说人家不及时的？？？？？？？？白色小轿车可是畅通无阻啊！！！！！'}
{'评论时间': '2024-02-09 14:32:25', 'IP属地': '辽宁', '评论内容': '你要是这么下，肯定不止现在这样'}
{'评论时间': '2024-02-09 07:57:33', 'IP属地': '安徽', '评论内容': '正能量'}
{'评论时间': '2024-02-09 01:38:18', 'IP属地': '安徽', '评论内容': '冻雨算个啥？！还能难倒人吗？！搞笑！'}
{'评论时间': '2024-02-09 08:08:48', 'IP属地': '山东', '评论内容': '怎么眼含眼花了'}
{'评论时间': '2024-02-09 07:22:24', 'IP属地': '湖北', '评论内容': '然后它马上要突破20度'}
{'评论时间': '2024-02-09 12:08:53', 'IP属地': '福建', '评论内容': '老百姓的善良，湖北'}
{'评论时间': '2024-02-09 01:48:20', 'IP属地': '重庆', '评论内容': '哈哈哈'}
{'评论时间': '2024-02-09 19:51:05', 'IP属地': '湖北', '评论内容': '兄弟们，我我现在已经沉默了累了，我准备他们那几个喷子多的地方，只要哪里出问题我马上去喷'}
{'评论时间': '2024-02-09 01:55:55', 'IP属地': '湖北', '评论内容': '我再说一遍，湖北人要是能控制天气，我们早就统治世界了'}
{'评论时间': '2024-02-09 17:05:03', 'IP属地': '新疆', '评论内容': '专家说了不用热车，上车启动直接走'}
{'评论时间': '2024-02-09 11:32:30', 'IP属地': '河北', '评论内容': '哈哈'}
{'评论时间': '2024-02-09 06:29:35', 'IP属地': '湖北', '评论内容': '河南人：我看不见'}
{'评论时间': '2024-02-09 19:46:04', 'IP属地': '湖北', '评论内容': '嗯～'}
{'评论时间': '2024-02-09 16:53:44', 'IP属地': '山东', '评论内容': '好厚呀'}
{'评论时间': '2024-02-09 02:55:57', 'IP属地': '湖南', '评论内容': '是天气的错'}
{'评论时间': '2024-02-09 05:11:49', 'IP属地': '山东', '评论内容': '感动！绝对的正能量！'}
{'评论时间': '2024-02-09 11:00:22', 'IP属地': '四川', '评论内容': '天干路滑人心复杂'}
{'评论时间': '2024-02-09 21:41:50', 'IP属地': '湖南', '评论内容': '我们这儿也有冻雨'}
{'评论时间': '2024-02-09 01:03:19', 'IP属地': '河北', '评论内容': '传到河北了，谢谢你湖北'}
{'评论时间': '2024-02-09 21:24:33', 'IP属地': '河南', '评论内容': '河南看到了      湖北加油全国都支持湖北'}
{'评论时间': '2024-02-09 02:32:10', 'IP属地': '山东', '评论内容': '骗骗南方人可以，'}
{'评论时间': '2024-02-09 08:45:35', 'IP属地': '山东', '评论内容': '在东北这都不算啥'}
{'评论时间': '2024-02-09 00:06:09', 'IP属地': '甘肃', '评论内容': '车还是越简洁越好，安全性能第一位，花里胡哨的要紧关头还是不顶事'}
{'评论时间': '2024-02-09 15:37:26', 'IP属地': '湖北', '评论内容': '我刚刚看到一个湖北发的树全是冰，摇不掉，结果下面一群喷子说看又在给我们科普'}
{'评论时间': '2024-02-09 07:52:30', 'IP属地': '河南', '评论内容': '河南收到了 辛苦了'}
{'评论时间': '2024-02-09 17:42:02', 'IP属地': '河南', '评论内容': '小铲子不错。我当时下手拔的'}
{'评论时间': '2024-02-09 05:09:56', 'IP属地': '广西', '评论内容': '又是武汉'}
{'评论时间': '2024-02-09 19:19:16', 'IP属地': '四川', '评论内容': '我真没觉得隐藏式有啥好的，还是从小看到大的那样有拉锁的高端大气！'}
{'评论时间': '2024-02-09 11:23:35', 'IP属地': '山东', '评论内容': '对不住了，我忍不住的笑了'}
{'评论时间': '2024-02-09 11:31:52', 'IP属地': '云南', '评论内容': '海公牛×4'}
{'评论时间': '2024-02-09 06:33:51', 'IP属地': '山西', '评论内容': '为什么都在给我们科普冻雨？有什么意义？全国人民都在说你们路面清理不及时，你们湖北人却非得这样？可笑'}
{'评论时间': '2024-02-09 08:42:18', 'IP属地': '浙江', '评论内容': '了解一下浙江速度，不是说我是浙江人在这里吹牛，紧急集合紧急通知这种操作，大浙江落到实处很快'}
{'评论时间': '2024-02-09 10:59:56', 'IP属地': '河南', '评论内容': '饭碗几天不洗，也是又厚又硬'}
{'评论时间': '2024-02-09 15:11:19', 'IP属地': '福建', '评论内容': '请原谅我不厚道的笑了'}
{'评论时间': '2024-02-09 12:47:32', 'IP属地': '黑龙江', '评论内容': '一瞬间结冰10多cm'}
{'评论时间': '2024-02-09 15:59:41', 'IP属地': '陕西', '评论内容': '冻雨 被困在山里'}
{'评论时间': '2024-02-09 00:19:49', 'IP属地': '山西', '评论内容': '无能总要找借口'}
{'评论时间': '2024-02-09 00:36:35', 'IP属地': '北京', '评论内容': '雨落在玻璃上滑下去就成了冰'}
{'评论时间': '2024-02-09 07:48:23', 'IP属地': '吉林', '评论内容': '没见过世面的样子'}
{'评论时间': '2024-02-09 07:40:31', 'IP属地': '辽宁', '评论内容': '哈哈哈，就这'}
{'评论时间': '2024-02-09 00:06:21', 'IP属地': '湖北', '评论内容': '这颗不要脸的树正好砸我车上了'}
{'评论时间': '2024-02-09 11:37:06', 'IP属地': '山西', '评论内容': '以后就有  不是有句歌词是 冷冷的冰雨在脸上胡乱的拍'}
{'评论时间': '2024-02-09 00:24:40', 'IP属地': '湖北', '评论内容': '非常感谢一莎老师为湖北发声'}
{'评论时间': '2024-02-09 14:03:08', 'IP属地': '湖南', '评论内容': '后来丝滑三人组还教我们企鹅步防滑'}
{'评论时间': '2024-02-09 17:37:18', 'IP属地': '江苏', '评论内容': '别在这路上敲啊，找个屋顶，院子，草坪，花坛这些地方我看看是不是也这么厚的冰'}
{'评论时间': '2024-02-09 08:12:09', 'IP属地': '湖北', '评论内容': '终于把雨刮挖出来了'}
{'评论时间': '2024-02-09 06:12:49', 'IP属地': '湖北', '评论内容': '路过的喷子外地人说有雪走不了的，路过一人吃一口不就吃没了，只要思想不滑坡，办法总比困难多。👍我们湘赣鄂还要过年'}
{'评论时间': '2024-02-09 08:33:09', 'IP属地': '吉林', '评论内容': '所以撒盐也没用吗'}
{'评论时间': '2024-02-09 00:06:33', 'IP属地': '山西', '评论内容': '评论区湖北人呢'}
{'评论时间': '2024-02-09 14:46:58', 'IP属地': '湖北', '评论内容': '压断的大部分是香樟，树枝太脆了'}
{'评论时间': '2024-02-09 05:52:36', 'IP属地': '广东', '评论内容': '无接触事故'}
{'评论时间': '2024-02-09 05:20:55', 'IP属地': '山东', '评论内容': '懒，累积厚了才除'}
{'评论时间': '2024-02-09 09:26:22', 'IP属地': '山东', '评论内容': '一千张浓缩成十秒，是不是就是快进播放？'}
{'评论时间': '2024-02-09 23:53:27', 'IP属地': '湖北', '评论内容': '太危险了，新年快乐'}
{'评论时间': '2024-02-09 12:51:31', 'IP属地': '湖南', '评论内容': '下之前天气预报说有冻雨就得撒盐'}
{'评论时间': '2024-02-09 13:12:47', 'IP属地': '四川', '评论内容': '干得好'}
{'评论时间': '2024-02-09 10:43:15', 'IP属地': '黑龙江', '评论内容': '反人类设计'}
{'评论时间': '2024-02-09 08:34:16', 'IP属地': '浙江', '评论内容': '河南没有赢过任何一次网络暴力但也没有输过任何一次民族大义！河南，中！'}
{'评论时间': '2024-02-09 11:32:50', 'IP属地': '河北', '评论内容': '这雨看着也太恐怖了，雨再带魔法攻击啊'}
{'评论时间': '2024-02-09 01:53:49', 'IP属地': '新疆', '评论内容': '教都教不会，看人家怎么抖的雪，人家提前撒盐了'}
{'评论时间': '2024-02-09 09:18:46', 'IP属地': '山东', '评论内容': '地库'}
{'评论时间': '2024-02-09 01:58:55', 'IP属地': '陕西', '评论内容': '钱都到位了，不要再科普了'}
{'评论时间': '2024-02-09 02:49:13', 'IP属地': '河北', '评论内容': '本人作为10多年的老司机，想给还没买车的朋友一些忠告，油车不费电，电车不费油，想省油就买电车，想省电就买油车'}
{'评论时间': '2024-02-09 02:54:41', 'IP属地': '广东', '评论内容': '笑死人，某些地区还年年冻雨'}
{'评论时间': '2024-02-09 05:46:13', 'IP属地': '广西', '评论内容': '听哭了'}
{'评论时间': '2024-02-09 01:35:44', 'IP属地': '湖南', '评论内容': '老表 打麻将来咯'}
{'评论时间': '2024-02-09 17:55:22', 'IP属地': '辽宁', '评论内容': '嘴是真硬，这下的那是冻雨，这是犟雨'}
{'评论时间': '2024-02-09 01:17:42', 'IP属地': '山东', '评论内容': '我就不撒盐。随便你们咋说'}
{'评论时间': '2024-02-09 01:19:29', 'IP属地': '江西', '评论内容': '我湖北老表要是拿这些喷子们的嘴去当工具，早特么把冰给铲完了'}
{'评论时间': '2024-02-09 01:22:56', 'IP属地': '广东', '评论内容': '好解压 我也想玩'}
{'评论时间': '2024-02-09 09:35:11', 'IP属地': '江西', '评论内容': '湖北:知道什么是冻雨吗？全国:'}
{'评论时间': '2024-02-09 17:08:39', 'IP属地': '湖北', '评论内容': '说实话我没听你讲的啥'}
{'评论时间': '2024-02-09 11:32:49', 'IP属地': '河北', '评论内容': '这么摔一下，尾巴根儿疼一宿'}
{'评论时间': '2024-02-09 00:28:12', 'IP属地': '山东', '评论内容': '行了知道了，申遗吧，求你们了别让韩国抢了去'}
{'评论时间': '2024-02-09 01:39:16', 'IP属地': '福建', '评论内容': '抓紧下高速赶紧住店'}
{'评论时间': '2024-02-09 07:36:24', 'IP属地': '山东', '评论内容': '我觉得不要老推脱责任，就是准备不充分，融雪剂可以提前撒'}
{'评论时间': '2024-02-09 02:16:06', 'IP属地': '福建', '评论内容': '头一次看到车子冒烟的'}
{'评论时间': '2024-02-09 08:50:22', 'IP属地': '山东', '评论内容': '围点打援'}
