{'评论时间': '2024-02-09 17:01:39', 'IP属地': '安徽', '评论内容': '感动了'}
{'评论时间': '2024-02-09 09:35:11', 'IP属地': '江西', '评论内容': '湖北:知道什么是冻雨吗？全国:'}
{'评论时间': '2024-02-09 01:39:16', 'IP属地': '福建', '评论内容': '抓紧下高速赶紧住店'}
{'评论时间': '2024-02-09 07:36:24', 'IP属地': '山东', '评论内容': '我觉得不要老推脱责任，就是准备不充分，融雪剂可以提前撒'}
{'评论时间': '2024-02-09 12:38:30', 'IP属地': '湖北', '评论内容': '一个简单的动作，尽显湖北人最近的心情'}
{'评论时间': '2024-02-09 08:58:47', 'IP属地': '河南', '评论内容': '其实河南第一天下得也是这种雪，落到地上就结冰了，一直不敢评论，怕被网曝，真的'}
{'评论时间': '2024-02-09 12:01:38', 'IP属地': '湖北', '评论内容': '我们有什么错吗？我在农村，农村这边每天会有人从凌晨多一直扫到早上7点就是为了开路方便你们进来我们路边的树已经砸伤了四五个人所以我们村委会决定把所有树砍了我们又有什么错呢？这天气是我们能决定的吗'}
{'评论时间': '2024-02-09 08:13:13', 'IP属地': '河南', '评论内容': '各种科普不如真正实干… …'}
{'评论时间': '2024-02-09 11:29:43', 'IP属地': '浙江', '评论内容': '再下两天，交投公司不清，等下完再去申请设备清理，可以更厚'}
{'评论时间': '2024-02-09 14:09:45', 'IP属地': '辽宁', '评论内容': '视频里还在下雪呢，非得说冻雨'}
{'评论时间': '2024-02-09 00:10:29', 'IP属地': '辽宁', '评论内容': '好厉害，别人都搞不定。没错，我们东北都是等到夏天冰自己化。'}
{'评论时间': '2024-02-09 00:03:36', 'IP属地': '湖北', '评论内容': '欢迎北方的盆友们明年1月来无雨无雪的湖北体验真正的冬天，你们的暖气把你们的身体素质都搞脆弱了'}
{'评论时间': '2024-02-09 21:35:29', 'IP属地': '陕西', '评论内容': '设计这把手有没有想到遇到这种天气'}
{'评论时间': '2024-02-09 07:57:25', 'IP属地': '广西', '评论内容': '一夜之间冰天雪地，所以说一但出现恶劣天气，还是要备材🔥才行'}
{'评论时间': '2024-02-09 21:52:24', 'IP属地': '湖南', '评论内容': '不好意思'}
{'评论时间': '2024-02-09 19:31:43', 'IP属地': '湖北', '评论内容': '河南人说撒盐呀'}
{'评论时间': '2024-02-09 01:29:02', 'IP属地': '福建', '评论内容': '这马路，连交警叔叔都敢滑'}
{'评论时间': '2024-02-09 08:05:41', 'IP属地': '山东', '评论内容': '我看了几十个湖北的新闻，就没看到一个地方有撒除雪剂的。一个都没看到。全是给全国人民普及冻雨的'}
{'评论时间': '2024-02-09 04:22:01', 'IP属地': '安徽', '评论内容': '湖北也是多灾，前两年疫情，今年春节又是冻雨'}
{'评论时间': '2024-02-09 23:44:36', 'IP属地': '河北', '评论内容': '加油  湖湖 '}
{'评论时间': '2024-02-09 14:54:24', 'IP属地': '河南', '评论内容': '是的，冻雨都下到湖北去了，河南信阳和湖北交界，过了交界线一米信阳路就是干的'}
{'评论时间': '2024-02-09 10:40:27', 'IP属地': '新疆', '评论内容': '中国嘴聪明的人都在湖北'}
{'评论时间': '2024-02-09 01:50:38', 'IP属地': '河北', '评论内容': '这样的话，真的就得等天气转暖了化了'}
{'评论时间': '2024-02-09 03:13:26', 'IP属地': '新疆', '评论内容': '还有个傻子当时说不用热车，直接怠速开走，妈的都没见过雪的人在那说不热车热车不好'}
{'评论时间': '2024-02-09 16:08:09', 'IP属地': '湖北', '评论内容': '明明大家都在帮助困在路上的人们，为什么还要指责鄂鄂呢，鄂鄂也不想下冻雨'}
{'评论时间': '2024-02-09 19:59:28', 'IP属地': '四川', '评论内容': '你们那里冬天不下雪的时候会下雪吗？'}
{'评论时间': '2024-02-09 06:15:00', 'IP属地': '山西', '评论内容': '湖北人受着就行了，不要做任何改变，不要信其他人说的，坚持做自己'}
{'评论时间': '2024-02-09 13:21:46', 'IP属地': '山东', '评论内容': '我们江苏下雪前好几天高速高架上道路两边都撒了好多盐了，我先以为是玻璃渣呢'}
{'评论时间': '2024-02-09 10:07:31', 'IP属地': '湖北', '评论内容': '湖北对不起你们'}
{'评论时间': '2024-02-09 00:23:27', 'IP属地': '北京', '评论内容': '湖北棒棒哒'}
{'评论时间': '2024-02-09 16:10:45', 'IP属地': '湖北', '评论内容': '又准备网暴湖北'}
{'评论时间': '2024-02-09 15:28:13', 'IP属地': '吉林', '评论内容': '刚出生就被湖北人抱走了'}
{'评论时间': '2024-02-09 15:31:01', 'IP属地': '河南', '评论内容': '所以冻雨是只下在高速上吗？以后就有新名词了'}
{'评论时间': '2024-02-09 22:17:27', 'IP属地': '河南', '评论内容': '不知道是交警叔叔先冻雨滑倒，还是湖北交通啥集团的领导先休假的'}
{'评论时间': '2024-02-09 09:59:51', 'IP属地': '陕西', '评论内容': '湖北特产冻雨，北方人没见过'}
{'评论时间': '2024-02-09 09:45:16', 'IP属地': '河南', '评论内容': '先不说雪的问题，骑个电车咋不走高速，边到着不下你咋滴，这是害人'}
{'评论时间': '2024-02-09 02:06:37', 'IP属地': '辽宁', '评论内容': '我作为一个东北人现在是不是不应该说话'}
{'评论时间': '2024-02-09 01:19:14', 'IP属地': '湖北', '评论内容': '大爱的湖北人'}
{'评论时间': '2024-02-09 16:56:08', 'IP属地': '北京', '评论内容': '前段时间去东北，呼吸感觉鼻涕都给冻住了。晚上外边是真扛不住'}
{'评论时间': '2024-02-09 07:26:01', 'IP属地': '山东', '评论内容': '当解释被当做抬杠，科普被当成笑话，当10元泡面被喷成投机，那为啥不好好过年呢？谁堵谁铲就好了，新年快乐啊'}
{'评论时间': '2024-02-09 12:16:59', 'IP属地': '湖南', '评论内容': '谁在骂湖北，出来单挑，我保证不打死他'}
{'评论时间': '2024-02-09 08:33:48', 'IP属地': '吉林', '评论内容': '这真是冻雨吗？确定不是车压的'}
{'评论时间': '2024-02-09 04:47:22', 'IP属地': '北京', '评论内容': '大家在问为啥不及时除雪除冰，回答确是什么是冰雨，好奇葩的逻辑，还怨别人说'}
{'评论时间': '2024-02-09 04:56:28', 'IP属地': '陕西', '评论内容': '记得湖南雪灾重建的时候，湖北随州捐了二三十辆搅拌车，我在读书学校也组织捐钱，湖北人民真的很善良，好客，请键盘侠留情，毕竟谁都不想看到这样的结果，天灾无情，人间有爱'}
{'评论时间': '2024-02-09 01:35:39', 'IP属地': '陕西', '评论内容': '天气异象！'}
{'评论时间': '2024-02-09 19:56:18', 'IP属地': '湖北', '评论内容': '一开始是冻雨 不是雪'}
{'评论时间': '2024-02-09 12:36:40', 'IP属地': '山东', '评论内容': '其实不用纠结这，在东北这种天气很正常，但是在湖北出现这种天气人家反应不过来也正常'}
{'评论时间': '2024-02-09 04:41:24', 'IP属地': '河北', '评论内容': '感动的我泪流满面，为湖北同胞点赞'}
{'评论时间': '2024-02-09 21:54:16', 'IP属地': '山东', '评论内容': '北方只是普通操作，到了南方就变灾难了'}
{'评论时间': '2024-02-09 01:55:47', 'IP属地': '山西', '评论内容': '知道严重还不24小时轮流清理，非等冻结实了出来科普'}
{'评论时间': '2024-02-09 09:09:06', 'IP属地': '湖南', '评论内容': '刚开始下雪的时候就要站在旁边挨个摇'}
{'评论时间': '2024-02-09 20:07:56', 'IP属地': '浙江', '评论内容': '不好意思，我本不想笑的，真的没忍住'}
{'评论时间': '2024-02-09 10:45:43', 'IP属地': '湖北', '评论内容': '关关难过关关过 事事难成事事成'}
{'评论时间': '2024-02-09 07:23:54', 'IP属地': '北京', '评论内容': '收多少钱？！宣传“冻雨传说”'}
{'评论时间': '2024-02-09 09:14:58', 'IP属地': '北京', '评论内容': '东北冬天啥树有树叶？'}
{'评论时间': '2024-02-09 08:09:34', 'IP属地': '河北', '评论内容': '不需要解释，不需要带热点，高速管理没问题，做的对………肉肉的问一下：滞留的人走了没'}
{'评论时间': '2024-02-09 09:59:49', 'IP属地': '河南', '评论内容': '神同步，对不住了警察叔叔，我笑出了声。事实证明路真的很滑！大家注意安全！'}
{'评论时间': '2024-02-09 08:25:50', 'IP属地': '广东', '评论内容': '回家过年你车里一点东西都没有'}
{'评论时间': '2024-02-09 11:51:26', 'IP属地': '青海', '评论内容': '三个交警是怎么做到同步的'}
{'评论时间': '2024-02-09 02:01:13', 'IP属地': '湖北', '评论内容': '过年串门的时候，看到很多路边的树枝都因为承受不了重量断了之后估计还要清理一段时间'}
{'评论时间': '2024-02-09 21:12:36', 'IP属地': '山西', '评论内容': '这下你的非机动车走机动车道的处罚可以免除，因为交警蜀黍说确实滑'}
{'评论时间': '2024-02-09 13:09:38', 'IP属地': '湖北', '评论内容': '喷子：撒盐，喷融雪剂，车压实了，雨夹雪，为什么不早点铲雪，为什么不一直清理，我们东北就是提前撒盐然后及时把雪铲走，没能力就是没能力，你怎么这么犟'}
{'评论时间': '2024-02-09 07:29:45', 'IP属地': '湖南', '评论内容': '我发现河南河北还有浙江喷的人多'}
{'评论时间': '2024-02-09 11:35:59', 'IP属地': '内蒙古', '评论内容': '作为一个人中国人，半个中国都有的东西我要从科普中学习它的学名，'}
{'评论时间': '2024-02-09 06:15:42', 'IP属地': '广东', '评论内容': '这次说明钱赚多少不重要，留着家乡工作是最幸福的事，所以最好不要出外这么远工作，难道在湖北没工作吗'}
{'评论时间': '2024-02-09 08:35:53', 'IP属地': '山东', '评论内容': '我从小就知道，下雪后要及时清理，要不下边结冰了很难清理'}
{'评论时间': '2024-02-09 05:23:04', 'IP属地': '吉林', '评论内容': '东北为湖北人点赞，'}
{'评论时间': '2024-02-09 01:17:47', 'IP属地': '安徽', '评论内容': '我是安徽的，你说的我都笑了，前面是雨夹雪，后面是雪，被说成冻雨'}
{'评论时间': '2024-02-09 02:08:31', 'IP属地': '湖北', '评论内容': '湖北，是全世界的骄傲'}
{'评论时间': '2024-02-09 08:07:00', 'IP属地': '贵州', '评论内容': '一大清早的，看见交警大哥这么其心'}
{'评论时间': '2024-02-09 16:18:28', 'IP属地': '广东', '评论内容': '鄂鄂加油'}
{'评论时间': '2024-02-09 03:56:10', 'IP属地': '湖南', '评论内容': '一大波河南人赶来的路上'}
{'评论时间': '2024-02-09 02:41:32', 'IP属地': '湖北', '评论内容': '河南网友不相信冻雨'}
{'评论时间': '2024-02-09 11:48:51', 'IP属地': '甘肃', '评论内容': '老天爷咋就不放过湖北呢，疫情才刚过去呀！'}
{'评论时间': '2024-02-09 22:28:00', 'IP属地': '江苏', '评论内容': '家里还是买两台车吧  电车当玩具代步，油车跑个长途，应对个恶劣天气'}
{'评论时间': '2024-02-09 04:42:35', 'IP属地': '河南', '评论内容': '湖北，加油！你们的努力全国人民都看到了！'}
{'评论时间': '2024-02-09 00:57:45', 'IP属地': '河南', '评论内容': '为我们湖北人加油点赞'}
{'评论时间': '2024-02-09 19:43:55', 'IP属地': '江苏', '评论内容': '实在不好意思，忍不住啊'}
{'评论时间': '2024-02-09 02:28:17', 'IP属地': '湖北', '评论内容': '有没有人统计哪个省的喷子最多'}
{'评论时间': '2024-02-09 11:03:26', 'IP属地': '陕西', '评论内容': '北极不如湖北冻雨'}
{'评论时间': '2024-02-09 03:30:02', 'IP属地': '安徽', '评论内容': '东北有个词叫滴水成冰，见怪不怪的'}
{'评论时间': '2024-02-09 01:04:59', 'IP属地': '河北', '评论内容': '0度不会结冰'}
{'评论时间': '2024-02-09 00:29:20', 'IP属地': '浙江', '评论内容': '杭州这边下雪立马就有很多铲雪车来回在高速上'}
{'评论时间': '2024-02-09 21:04:44', 'IP属地': '江西', '评论内容': '冻雨是一天下的，不要在推卸责任了，看看人家河南，边下边铲，怎么把自己洗的白'}
{'评论时间': '2024-02-09 17:23:27', 'IP属地': '辽宁', '评论内容': '东北看笑抽了'}
{'评论时间': '2024-02-09 19:14:06', 'IP属地': '山东', '评论内容': '很简单，看看两省交界处就明白了，冻雨专挑湖北下'}
{'评论时间': '2024-02-09 23:13:03', 'IP属地': '四川', '评论内容': '中国有爱，湖北省人民有爱'}
{'评论时间': '2024-02-09 08:01:07', 'IP属地': '辽宁', '评论内容': '辽宁也看到了，湖北好样的'}
{'评论时间': '2024-02-09 07:03:55', 'IP属地': '海南', '评论内容': '海南看到了，湖北好样的'}
{'评论时间': '2024-02-09 07:54:18', 'IP属地': '河南', '评论内容': '北方雨雪冰粒都下过！所以我们见怪不怪！'}
{'评论时间': '2024-02-09 10:43:40', 'IP属地': '湖北', '评论内容': '关关难过关关过 前路漫漫亦灿烂'}
{'评论时间': '2024-02-09 17:38:16', 'IP属地': '河南', '评论内容': '临近的河南界内咋没这么厚的呢？冻雨不敢过省界吗？'}
{'评论时间': '2024-02-09 14:10:21', 'IP属地': '黑龙江', '评论内容': '建议南方土豆这种天气出门带屁垫'}
{'评论时间': '2024-02-09 11:16:49', 'IP属地': '浙江', '评论内容': '交警:自己都尴尬死了'}
{'评论时间': '2024-02-09 12:33:26', 'IP属地': '浙江', '评论内容': '我认认真真的看完了，拿着铲子就出发了，后来发现，哦！我家车不需要铲雪！'}
{'评论时间': '2024-02-09 21:04:24', 'IP属地': '湖北', '评论内容': '想救冻雨得用电吹风'}
{'评论时间': '2024-02-09 02:47:44', 'IP属地': '湖北', '评论内容': '我累了，一个有经验的北方都损失惨重，反过来喷我们一个没经验的南方'}
{'评论时间': '2024-02-09 04:56:49', 'IP属地': '新疆', '评论内容': '湖北居然没有热干面，我看了那么多大雪的视频居然发现全国只有湖北没有热干面，我们这边除雪都是直接吃热干面的，每人吃一碗热干面之后他眼睛看到的所有雪跟冰都可以消失，我的天呐湖北居然没有热干面，他们太可怜了，有机会你们湖北的朋友一定要来我们这边体验一下热干面，实在不行打包带回去一点热干面也可以以备不时之需'}
{'评论时间': '2024-02-09 01:08:12', 'IP属地': '浙江', '评论内容': '撒盐撒盐啊'}
{'评论时间': '2024-02-09 08:57:25', 'IP属地': '陕西', '评论内容': '拿喷枪烤，完美的设计'}
{'评论时间': '2024-02-09 00:07:59', 'IP属地': '山东', '评论内容': '我们北方人没有别的意思，就是说下雪要及时清理'}
{'评论时间': '2024-02-09 08:23:46', 'IP属地': '陕西', '评论内容': '天王老子来了也是懒。我们这秦岭山里零下20多，路上没有积住零，全靠养路工们第一时间清雪和撒溶雪剂，路边白雪挨挨，路上没有积雪。湖北人也太懒了'}
{'评论时间': '2024-02-09 00:47:07', 'IP属地': '贵州', '评论内容': '服了湖北的倔强了'}
{'评论时间': '2024-02-09 01:52:51', 'IP属地': '湖北', '评论内容': '高速路上'}
{'评论时间': '2024-02-09 20:54:27', 'IP属地': '湖北', '评论内容': '给湖北加个盖子，可以打开可以闭合那种，冻雨天气关好，只要雨不落到地面，地面不打湿就不会结冰啦！或者给湖北地下全部安地暖，保持地面温度0度以上，那雨落地也不会结冰啦！'}
{'评论时间': '2024-02-09 03:35:20', 'IP属地': '陕西', '评论内容': '这种天气就该坐在火炉旁边，煮灌灌茶喝'}
{'评论时间': '2024-02-09 10:48:43', 'IP属地': '吉林', '评论内容': '你们猜，东北有米有冻雨'}
{'评论时间': '2024-02-09 11:48:57', 'IP属地': '山东', '评论内容': '为啥三峡之前没有冻雨'}
{'评论时间': '2024-02-09 20:56:55', 'IP属地': '山西', '评论内容': '东北怎么搞定的 '}
{'评论时间': '2024-02-09 00:27:49', 'IP属地': '天津', '评论内容': '全国人民都不懂都没见过冻雨啊'}
{'评论时间': '2024-02-09 18:02:36', 'IP属地': '四川', '评论内容': '湖北人好样的'}
{'评论时间': '2024-02-09 00:40:26', 'IP属地': '湖北', '评论内容': '我们对得起每一个来湖北游玩的外地旅客，只叹是天公不作美，下一次吧，下一次一定给大家一份完美的答卷'}
{'评论时间': '2024-02-09 09:43:55', 'IP属地': '黑龙江', '评论内容': '破冰机都是买你们湖北的'}
{'评论时间': '2024-02-09 08:46:42', 'IP属地': '山西', '评论内容': '为湖北点赞，为磊哥点赞，看到视频最后你会发现，磊哥的眼眶已湿润，所以也为磊哥点赞'}
{'评论时间': '2024-02-09 09:59:20', 'IP属地': '湖北', '评论内容': '湖北人的嘴比冻雨硬'}
{'评论时间': '2024-02-09 16:14:01', 'IP属地': '广东', '评论内容': '闽闽在这里为鄂鄂加油鄂鄂不哭抱抱'}
{'评论时间': '2024-02-09 19:18:51', 'IP属地': '黑龙江', '评论内容': '跟湖北普通百姓无关 是有关部门的事 还有些人蓄意造谣抹黑 故意挑拨离间南北方关系 大家千万注意隐藏的间谍汉奸带节奏 千万别上坏人当 中国人要团结'}
{'评论时间': '2024-02-09 13:29:19', 'IP属地': '河南', '评论内容': '湖南高速都通了，湖北还在科普冻雨'}
{'评论时间': '2024-02-09 12:50:31', 'IP属地': '河南', '评论内容': '河南的冻雨'}
{'评论时间': '2024-02-09 16:34:24', 'IP属地': '广东', '评论内容': '哎，铲不动啊，铲子都要断'}
{'评论时间': '2024-02-09 00:04:24', 'IP属地': '辽宁', '评论内容': '那些带节奏的人，骂完东北骂河南，骂完河南骂湖北，为什么这么多人带节奏，好好查查'}
{'评论时间': '2024-02-09 20:52:33', 'IP属地': '浙江', '评论内容': '看到没，隐藏式把手最终还是短板了吧，就说是夹了脑门的设计'}
{'评论时间': '2024-02-09 07:56:33', 'IP属地': '安徽', '评论内容': '当初这个设计刚出来的时候，我就说过，冬天开门困难，果然，'}
{'评论时间': '2024-02-09 01:53:37', 'IP属地': '河南', '评论内容': '河南看到了'}
{'评论时间': '2024-02-09 18:55:49', 'IP属地': '湖北', '评论内容': '哈，没事儿，等疫情再来时候湖北就不要帮忙了，让他们等死吧'}
{'评论时间': '2024-02-09 22:59:14', 'IP属地': '河南', '评论内容': '北方的冻冰可以抵抗炮火的打击'}
{'评论时间': '2024-02-09 11:42:46', 'IP属地': '河北', '评论内容': '我们北方人不懂的雪，感谢指导'}
{'评论时间': '2024-02-09 09:06:42', 'IP属地': '湖北', '评论内容': '我湖北人终于看到大咖为我湖北人发声，委屈的眼泪控制不住了，谢谢一莎老师为我们湖北发声'}
{'评论时间': '2024-02-09 22:07:53', 'IP属地': '河南', '评论内容': '事实证明雨冻雨雨夹雪冰雹暴雪，湖北人民是对的，北方人孤陋寡闻'}
{'评论时间': '2024-02-09 08:14:53', 'IP属地': '宁夏', '评论内容': '湖北同胞…………'}
{'评论时间': '2024-02-09 12:34:01', 'IP属地': '浙江', '评论内容': '感动'}
{'评论时间': '2024-02-09 00:03:56', 'IP属地': '日本', '评论内容': '这回知道南方和北方哪个省划分了吧'}
{'评论时间': '2024-02-09 06:40:26', 'IP属地': '辽宁', '评论内容': '冻雨也太力害了，但愿家人都平安到家'}
{'评论时间': '2024-02-09 23:38:04', 'IP属地': '江苏', '评论内容': '警察叔叔辛苦了！'}
{'评论时间': '2024-02-09 17:53:41', 'IP属地': '湖南', '评论内容': '98年洪灾是湖北    21年疫情是湖北开始   24年冰灾怎么又是湖北'}
{'评论时间': '2024-02-09 15:04:32', 'IP属地': '河北', '评论内容': '湖北特产，到不了外省'}
{'评论时间': '2024-02-09 13:45:44', 'IP属地': '河南', '评论内容': '湖南，湖北下的是冻雨，河南下的是雪，请大家不要再拉踩了，冻雨那是百年难一遇的天灾，湖南已经做的够好了'}
{'评论时间': '2024-02-09 16:33:19', 'IP属地': '广东', '评论内容': '害人的设计'}
{'评论时间': '2024-02-09 13:27:28', 'IP属地': '江苏', '评论内容': '不是先去看看湖北省各级政府单位门口看看有没有这冻雨'}
{'评论时间': '2024-02-09 07:29:11', 'IP属地': '陕西', '评论内容': '全世界都没有湖北懂冻雨'}
{'评论时间': '2024-02-09 23:51:53', 'IP属地': '吉林', '评论内容': '北方别说冻雨了，连冰雪都没见过，还得看你们科普才知道冻雨，说你们说什么都对，干什么都正确，你们是最棒的'}
{'评论时间': '2024-02-09 14:47:31', 'IP属地': '河南', '评论内容': '交警:白车全责'}
{'评论时间': '2024-02-09 03:10:38', 'IP属地': '江苏', '评论内容': '只有湖北叫冻雨  咱们全叫雨夹雪'}
{'评论时间': '2024-02-09 02:45:44', 'IP属地': '湖北', '评论内容': '天天加油'}
{'评论时间': '2024-02-09 04:43:02', 'IP属地': '河南', '评论内容': '事实证明地上确实很滑'}
{'评论时间': '2024-02-09 14:10:30', 'IP属地': '广西', '评论内容': '南方的我们，前几天我客户走楼梯摔了一跤，尾椎骨摔裂了，在想北方家人的尾椎骨可还好？'}
{'评论时间': '2024-02-09 00:58:02', 'IP属地': '湖北', '评论内容': '没及时清，都压实了，提前撒盐也行啊'}
{'评论时间': '2024-02-09 00:33:12', 'IP属地': '山西', '评论内容': '今年我们这就发生过冻雨，电线被压塌！好多支援电力的，还上央视新闻了'}
{'评论时间': '2024-02-09 01:53:16', 'IP属地': '湖北', '评论内容': '下了2天冻雨，大概35小时左右的雪，后面晴了大概30小时然后再下了15小时的雪。一直说连续下3天不清理就是这样，请问我们有连续下了3天吗？我在武汉生活了36.5年，小几岁的事可能不记得了，但从我小学到现在30年第一次见下图上的冰叶子。干预晚了是因为没有经验，虚心接受意见。但是也轮不到有些人阴阳怪气，尤其评论区有几个河南的。这么努力刚，赢了是谁给发几个钱吗'}
{'评论时间': '2024-02-09 11:11:38', 'IP属地': '河南', '评论内容': '感谢湖北老铁给全国人民普及冻雨知识，死鸭子嘴硬'}
{'评论时间': '2024-02-09 08:38:33', 'IP属地': '山东', '评论内容': '还在科普冰雨知识吗？'}
{'评论时间': '2024-02-09 13:28:09', 'IP属地': '河南', '评论内容': '湖南高速都通了，湖北还在科普冻雨'}
{'评论时间': '2024-02-09 02:17:57', 'IP属地': '湖北', '评论内容': '幸亏我提前回来了'}
{'评论时间': '2024-02-09 00:21:23', 'IP属地': '江苏', '评论内容': '孩子长大会不会跟北方同学科普什么是冻雨'}
{'评论时间': '2024-02-09 09:39:00', 'IP属地': '安徽', '评论内容': '这不就是我们这每年必下的盐粒子吗，原来叫冻雨'}
{'评论时间': '2024-02-09 06:23:12', 'IP属地': '江苏', '评论内容': '省委大院和机场没有冻雨'}
{'评论时间': '2024-02-09 00:03:11', 'IP属地': '陕西', '评论内容': '我们这里是雨夹雪啊'}
{'评论时间': '2024-02-09 01:46:35', 'IP属地': '河南', '评论内容': '关键湖北高速上就没清理，刚开始是雨后面不还是雪么，为啥河南在支援时候还是能清理，喔难道天气真的分省界么'}
{'评论时间': '2024-02-09 07:14:19', 'IP属地': '辽宁', '评论内容': '我过了34年第一次见过冻雨'}
{'评论时间': '2024-02-09 11:20:30', 'IP属地': '河南', '评论内容': '感谢湖北老铁给全国人民普及冻雨知识，死鸭子嘴硬'}
{'评论时间': '2024-02-09 10:50:08', 'IP属地': '山西', '评论内容': '加油'}
{'评论时间': '2024-02-09 11:28:36', 'IP属地': '山东', '评论内容': '有空去东北看看，这种情况就放弃了'}
{'评论时间': '2024-02-09 06:44:31', 'IP属地': '河北', '评论内容': '确实强如牛'}
{'评论时间': '2024-02-09 15:25:02', 'IP属地': '山东', '评论内容': '他爷爷的 评论几句差点被湖北IP喷死 说我们山东建的 钱都山东挣去了 怪我们不去给他们铲雪 '}
{'评论时间': '2024-02-09 20:38:05', 'IP属地': '内蒙古', '评论内容': '嗯  懂  知道冻雨了  但 6 公分是压实后的 6 公分   可想而知 没压实之前干嘛了'}
{'评论时间': '2024-02-09 07:24:09', 'IP属地': '山西', '评论内容': '还滑下去才结冰，北方的雨直接成冰根本滑不下去，看看湖北人一副没见过世面的样子'}
{'评论时间': '2024-02-09 03:35:06', 'IP属地': '福建', '评论内容': '那些骂湖南湖北的，一辈子都要为湖北人和湖南人挡灾噢'}
{'评论时间': '2024-02-09 17:04:44', 'IP属地': '湖北', '评论内容': '为什么不提前撒盐呢？是盐太贵了舍不得撒吗？'}
{'评论时间': '2024-02-09 13:10:49', 'IP属地': '湖北', '评论内容': '没提前撒盐'}
{'评论时间': '2024-02-09 20:50:22', 'IP属地': '广西', '评论内容': '可爱三个交警'}
{'评论时间': '2024-02-09 20:07:35', 'IP属地': '河南', '评论内容': '刚看到一个评论，说三天不洗碗，干了，不好洗了，说洗不掉了'}
{'评论时间': '2024-02-09 18:12:16', 'IP属地': '湖南', '评论内容': '湖北是冻雨，落地成大冰坨，十几米冰层，然后再覆盖一层雪，车再压实，基本上就和挖岩石层的地基一样'}
{'评论时间': '2024-02-09 20:02:40', 'IP属地': '重庆', '评论内容': '猪：还好提前被宰了，不然得摔死'}
{'评论时间': '2024-02-09 19:11:40', 'IP属地': '内蒙古', '评论内容': '我家三代人搞气象，我知道的冻雨在0度左右天气冻硬需要7个小时以上，刚下来都是冰絮，是软的'}
{'评论时间': '2024-02-09 20:43:08', 'IP属地': '湖北', '评论内容': '湖北加油'}
{'评论时间': '2024-02-09 08:17:32', 'IP属地': '安徽', '评论内容': '全国那么多地下雨下雪，就只有湖北下的是冻雨'}
{'评论时间': '2024-02-09 11:35:32', 'IP属地': '吉林', '评论内容': '如果在下雪的过程中就干，是不是不用这麻烦呢'}
{'评论时间': '2024-02-09 10:21:39', 'IP属地': '山东', '评论内容': '就服发这种视频的，自己不懂还说人家不懂'}
{'评论时间': '2024-02-09 22:17:48', 'IP属地': '江西', '评论内容': '这不是我们湖北的妹子，绝地不是'}
{'评论时间': '2024-02-09 06:47:31', 'IP属地': '江苏', '评论内容': '东北人都怎么过的'}
{'评论时间': '2024-02-09 20:02:31', 'IP属地': '湖北', '评论内容': '我也是湖北的'}
{'评论时间': '2024-02-09 12:02:57', 'IP属地': '四川', '评论内容': '麻烦湖北的朋友别科普冻雨了，看看你们本地程力集团是干啥的'}
{'评论时间': '2024-02-09 16:16:58', 'IP属地': '广东', '评论内容': '因为冻雨 今年没回湖北'}
{'评论时间': '2024-02-09 00:04:30', 'IP属地': '湖北', '评论内容': '不要说是冻雨，这是车压实了的，脚踩了的'}
{'评论时间': '2024-02-09 02:12:09', 'IP属地': '广西', '评论内容': '湖北省不是北方的吗？'}
{'评论时间': '2024-02-09 01:07:34', 'IP属地': '上海', '评论内容': '为什么这种视频下冷嘲热讽的大都是北方城市和河南的IP最多'}
{'评论时间': '2024-02-09 00:04:08', 'IP属地': '山东', '评论内容': '湖北的雪只能人工除，机械设备和融雪剂都冻住了'}
{'评论时间': '2024-02-09 01:34:03', 'IP属地': '山东', '评论内容': '还在科普啊 搞的北方人没见过似的 哪年没下啊'}
{'评论时间': '2024-02-09 18:20:08', 'IP属地': '吉林', '评论内容': '也不知道是哪个傻逼设计的'}
{'评论时间': '2024-02-09 23:31:39', 'IP属地': '湖北', '评论内容': '湖北下的雪是这样的'}
{'评论时间': '2024-02-09 11:17:26', 'IP属地': '江西', '评论内容': '是哪个脑子需要看看的人，或者神经出问题的人，骂湖北老表，过来，我给你治治，看看是不是没救了'}
{'评论时间': '2024-02-09 12:52:02', 'IP属地': '江苏', '评论内容': '希望大家早点回家过年，我在江苏祝大家新年快乐 '}
{'评论时间': '2024-02-09 12:03:07', 'IP属地': '福建', '评论内容': '湖南就不是冻雨吗？人家跟进处理的怎样？'}
{'评论时间': '2024-02-09 00:42:12', 'IP属地': '内蒙古', '评论内容': '对不起警察叔叔，我笑了'}
{'评论时间': '2024-02-09 11:27:55', 'IP属地': '湖北', '评论内容': '没经验就是没经验，南方人跟北方人谈冻雨。搞笑'}
{'评论时间': '2024-02-09 07:50:30', 'IP属地': '广东', '评论内容': '好人一生平安'}
{'评论时间': '2024-02-09 11:45:32', 'IP属地': '湖北', '评论内容': '看见你的话语我激动的流泪！谢谢你为我们湖北发声'}
{'评论时间': '2024-02-09 09:05:03', 'IP属地': '江西', '评论内容': '这回没有谁再说湖北人那啥了吧'}
{'评论时间': '2024-02-09 14:55:46', 'IP属地': '辽宁', '评论内容': '评论区的外地人都撤吧  留湖北人自己玩吧  路你们又不走 跟着操什么心呢  他们那嘴比冰还硬呢'}
{'评论时间': '2024-02-09 07:37:22', 'IP属地': '江苏', '评论内容': '给我们科普冰雨'}
