{'评论时间': '2024-02-04 18:54:49', 'IP属地': '安徽', '评论内容': '致敬武汉融雪除冰人，你们辛苦了！'}
{'评论时间': '2024-02-04 11:00:56', 'IP属地': '湖南', '评论内容': '湖南也是昨天好危险路上打滑吓死了'}
{'评论时间': '2024-02-04 12:22:43', 'IP属地': '湖南', '评论内容': '我们湖南也不错啊'}
{'评论时间': '2024-02-04 19:05:02', 'IP属地': '四川', '评论内容': '2号凌晨三点的时候 我在湖北的高速上 下起了冻雨 还堵车 '}
{'评论时间': '2024-02-04 22:25:34', 'IP属地': '广东', '评论内容': '把广东温度分湖北一些'}
{'评论时间': '2024-02-04 13:23:51', 'IP属地': '湖北', '评论内容': '不至于吧？我就回了一趟老家，武汉就变成这样了'}
{'评论时间': '2024-02-04 14:50:20', 'IP属地': '湖北', '评论内容': '有什么好喷的，湖北人又不是能呼风唤雨的龙王，还能左右天气嘛'}
{'评论时间': '2024-02-04 12:13:57', 'IP属地': '湖北', '评论内容': '幸好昨天提前放假了，不然我不敢想象我困在学校是什么样子'}
{'评论时间': '2024-02-04 17:28:48', 'IP属地': '安徽', '评论内容': '你再敢骂俺老表试试捏'}
{'评论时间': '2024-02-04 19:17:19', 'IP属地': '甘肃', '评论内容': '湖北冻雨长什么样子 哪个好心人可以拍张照我看看'}
{'评论时间': '2024-02-04 22:24:38', 'IP属地': '北京', '评论内容': '天呐，好厉害，我在北方都没见过'}
{'评论时间': '2024-02-04 16:54:59', 'IP属地': '湖南', '评论内容': '之前的疫情，现在的冻雨……能不能别怪别人，自然灾害，这是普通人能控制的吗？'}
{'评论时间': '2024-02-04 17:38:12', 'IP属地': '广西', '评论内容': '就让这场冻雨结束这三年的疫情吧，注定以后风调雨顺'}
{'评论时间': '2024-02-04 10:32:20', 'IP属地': '广西', '评论内容': '来广西吧穿短袖'}
{'评论时间': '2024-02-04 18:04:51', 'IP属地': '江西', '评论内容': '我的个神啊，怎么会有这么多南方的问冻雨是什么呢？'}
{'评论时间': '2024-02-04 11:53:04', 'IP属地': '湖南', '评论内容': '湖南娄底这样的车，铲雪，估计车都会报废'}
{'评论时间': '2024-02-04 23:36:29', 'IP属地': '四川', '评论内容': '不准骂老表'}
{'评论时间': '2024-02-04 19:58:03', 'IP属地': '湖北', '评论内容': '晚上还打雷'}
{'评论时间': '2024-02-04 18:16:29', 'IP属地': '河南', '评论内容': '河南畅通无阻谁说的。我困在河南回不去'}
{'评论时间': '2024-02-04 10:55:04', 'IP属地': '湖南', '评论内容': '冻雨是天灾啊，很难处理的，无论河南还是湖北都在努力的保持道路畅通，向各位在一线的工作人员和志愿者们致敬，你们为千万家人返乡团圆做出了巨大的努力和牺牲，加油'}
{'评论时间': '2024-02-04 18:49:42', 'IP属地': '山西', '评论内容': '保佑我的每一位同胞顺利度过这次大雪，安全到家过大年！！！！！！！！！'}
{'评论时间': '2024-02-04 15:48:39', 'IP属地': '湖北', '评论内容': '晚上树枝倒地的声音 一晚上就没停过 好多地方电都断了'}
{'评论时间': '2024-02-04 19:12:03', 'IP属地': '河南', '评论内容': '我就在这看看谁骂的老表'}
{'评论时间': '2024-02-04 22:26:19', 'IP属地': '广西', '评论内容': '希望所有人，都平平安安，健健康康，团团圆圆'}
{'评论时间': '2024-02-04 10:23:53', 'IP属地': '湖北', '评论内容': '我们武汉这边树木房屋都挂冰凌，结果一场大雪下来路边好多的树丫都压断了，今天上班路上都是清理树木抢险救灾的！时不时听到树丫哄的一下断了掉下来'}
{'评论时间': '2024-02-04 14:54:23', 'IP属地': '湖北', '评论内容': '我妈大早上跑去上班，结果发现她车上被包住了赶忙上来烧了两壶热水下去解冻了'}
{'评论时间': '2024-02-04 11:29:57', 'IP属地': '四川', '评论内容': '天灾配这个bgm'}
{'评论时间': '2024-02-04 22:12:55', 'IP属地': '北京', '评论内容': '一场大雪交通瘫痪了'}
{'评论时间': '2024-02-04 18:24:37', 'IP属地': '陕西', '评论内容': '疫情在湖北武汉，雨雪天灾在湖北，湖北好难'}
{'评论时间': '2024-02-04 23:35:41', 'IP属地': '河北', '评论内容': '冻雨比冰雹还厉害吗'}
{'评论时间': '2024-02-04 12:25:15', 'IP属地': '湖北', '评论内容': '只有我另外2个老表才是真的暖人心'}
{'评论时间': '2024-02-04 22:52:29', 'IP属地': '广东', '评论内容': '今天广东还穿短袖'}
{'评论时间': '2024-02-04 21:04:01', 'IP属地': '安徽', '评论内容': '坐标安徽淮南寿县，昨天也这样，车门冻得打不开'}
{'评论时间': '2024-02-04 16:26:33', 'IP属地': '湖北', '评论内容': '我居然看完了，这个冻雨拍的很全面'}
{'评论时间': '2024-02-04 17:32:50', 'IP属地': '湖北', '评论内容': '开玩笑湖北文旅留不住你，我湖北冻雨还留不住？？'}
{'评论时间': '2024-02-04 15:56:44', 'IP属地': '安徽', '评论内容': '北方是干雪，往南都是水雪，都这种状态，温度低，直接冻冰了，只有车顶有一点雪残留~车玻璃，车身都是这个状态，车门都打不开'}
{'评论时间': '2024-02-04 18:16:07', 'IP属地': '贵州', '评论内容': '就像前段时间我们贵州下雪，高速封路，很多外地人说才那么点雪至于封路吗？因为他们不知道什么是凝冻，不知道下雪就冻起来的样子、因为他们的家乡没有经历过，所以他们只需要一张不理解的嘴来巴拉吧拉'}
{'评论时间': '2024-02-04 22:27:31', 'IP属地': '安徽', '评论内容': '我这昨天刚下过冻雨'}
{'评论时间': '2024-02-04 19:50:15', 'IP属地': '湖北', '评论内容': '啊？这也骂，服了网络喷子，你们要不来湖北看看冻雨和雪有多大再评论试试呢'}
{'评论时间': '2024-02-04 17:30:27', 'IP属地': '湖北', '评论内容': '看我视频就知道冻雨是咋回事了，树叶树枝电线外面包了很厚一层冰，雨水一落地马上结冰'}
{'评论时间': '2024-02-04 21:25:38', 'IP属地': '河南', '评论内容': '都想让大家回家过年 可是更想让大家安全到家 都理解一下吧 '}
{'评论时间': '2024-02-04 19:27:48', 'IP属地': '湖北', '评论内容': '冬季带你来湖北看冻雨'}
{'评论时间': '2024-02-04 16:21:11', 'IP属地': '河南', '评论内容': '灾难这有什么好喷的哎？？！非常不理解！！都是人，就不能互相理解下吗？？？！现在的世道怎么变成这个样子了？！'}
{'评论时间': '2024-02-04 18:35:44', 'IP属地': '江苏', '评论内容': '那些骂晚点的，开心了吧'}
{'评论时间': '2024-02-04 22:39:00', 'IP属地': '广东', '评论内容': '那些喷子好好看看，这冻雨冰雪灾害不是你们想象的那么简单，湖北人民加油'}
{'评论时间': '2024-02-04 11:56:56', 'IP属地': '河南', '评论内容': '说了天气恶劣 不懂有什么好抱怨的'}
{'评论时间': '2024-02-04 19:53:51', 'IP属地': '北京', '评论内容': '冻雨怎么了？没有准备、没有预案说错了吗？'}
{'评论时间': '2024-02-04 18:51:10', 'IP属地': '辽宁', '评论内容': '希望所有人都平安回家过年'}
{'评论时间': '2024-02-04 23:55:20', 'IP属地': '湖南', '评论内容': '湖南也是冻雨 最直接的触感就是 我去雪地里想抓一把雪 根本扣不冻！贼硬！ 我印象中雪虽然也是会硬 但是根本不像这个一样 戳都戳不进去'}
{'评论时间': '2024-02-04 14:31:28', 'IP属地': '湖南', '评论内容': '能拉到松滋来不，在高速等'}
{'评论时间': '2024-02-04 22:01:20', 'IP属地': '湖北', '评论内容': '在湖北生活了30多年，第一次遇到下冻雨，树枝都断了，希望快点天晴，平安的过年'}
{'评论时间': '2024-02-04 20:01:44', 'IP属地': '山东', '评论内容': '这是天灾 谁也控制不了 谁也不想发生这种事情 少叫做好份内的事 不要给国家添乱 也不准骂我老表 再喷冰雨降喷子头上'}
{'评论时间': '2024-02-04 10:44:38', 'IP属地': '湖北', '评论内容': '冻雨是雨水滴在哪就变冰坨了'}
{'评论时间': '2024-02-04 07:41:06', 'IP属地': '湖北', '评论内容': '不是我们湖北不铲雪，是真的铲不动'}
{'评论时间': '2024-02-04 19:37:38', 'IP属地': '湖北', '评论内容': '谢谢，所有的好贵宾，你们一路都辛苦了，来到我们这里，昨天下了这大一场雪是吧？'}
{'评论时间': '2024-02-04 08:33:09', 'IP属地': '湖北', '评论内容': '赶紧去解救堵在高速上的人，都堵了那么久了饥寒交迫都快崩溃了'}
{'评论时间': '2024-02-04 12:42:48', 'IP属地': '湖北', '评论内容': '加油，不想被一直堵在宾馆了'}
{'评论时间': '2024-02-04 01:48:43', 'IP属地': '湖北', '评论内容': '一大早上出门摔一跤'}
{'评论时间': '2024-02-04 21:35:39', 'IP属地': '重庆', '评论内容': '我老公在武汉滞留啦快2天了'}
{'评论时间': '2024-02-04 09:38:46', 'IP属地': '北京', '评论内容': '无形当中中枪了，每次都围绕武汉疫情、冻雨。感觉蹊跷'}
{'评论时间': '2024-02-04 00:08:54', 'IP属地': '湖北', '评论内容': '湖北的省歌都是这么唱的'}
{'评论时间': '2024-02-04 19:15:17', 'IP属地': '吉林', '评论内容': '冰糖葫芦知道吧，冻雨过后车啊，树啊等等就跟冰糖葫芦一样，外面包了一层'}
{'评论时间': '2024-02-04 17:45:06', 'IP属地': '河北', '评论内容': '湖北被骂惨了'}
{'评论时间': '2024-02-04 17:05:16', 'IP属地': '重庆', '评论内容': '不许说我邻居'}
{'评论时间': '2024-02-04 17:16:18', 'IP属地': '上海', '评论内容': '天灾如果靠人力就能解决那还叫天灾吗'}
{'评论时间': '2024-02-04 20:40:30', 'IP属地': '湖北', '评论内容': '冻雨，就是，落雨成冰'}
{'评论时间': '2024-02-04 20:03:49', 'IP属地': '安徽', '评论内容': '不懂就问:冻雨是啥样的'}
{'评论时间': '2024-02-04 21:02:43', 'IP属地': '湖南', '评论内容': '我弟昨天武汉回长沙火车没赶上 火车站去高铁站车都打不到 平时30块钱就可以去地铁站  他出100都打不到车 然后提着行李箱走到地铁站去坐高铁 头发都被冻住了 一进地铁浑身冒气'}
{'评论时间': '2024-02-04 01:59:13', 'IP属地': '浙江', '评论内容': '昨天在武汉路上堵着，油耗没了'}
{'评论时间': '2024-02-04 22:52:14', 'IP属地': '湖南', '评论内容': '雪真的是硬硬的，今天走在路上，房顶上的雪落下来，差点砸在身上，好大的声音，真的很可怕'}
{'评论时间': '2024-02-04 23:25:49', 'IP属地': '安徽', '评论内容': '明天能走吗请问'}
{'评论时间': '2024-02-04 18:37:48', 'IP属地': '上海', '评论内容': '武汉这城市太不容易了'}
{'评论时间': '2024-02-04 18:52:03', 'IP属地': '湖北', '评论内容': '都很努力了 不许骂咱大湖北'}
{'评论时间': '2024-02-04 16:00:46', 'IP属地': '湖北', '评论内容': '我家已经停电两天了'}
{'评论时间': '2024-02-04 19:09:26', 'IP属地': '广东', '评论内容': '我的快递在湖北卡住卡了四天还没发货'}
{'评论时间': '2024-02-04 11:59:33', 'IP属地': '湖北', '评论内容': '还好我们1号回来了'}
{'评论时间': '2024-02-04 15:20:24', 'IP属地': '江西', '评论内容': '今天我就站在这，看谁敢骂'}
{'评论时间': '2024-02-04 21:40:47', 'IP属地': '湖北', '评论内容': '武汉'}
{'评论时间': '2024-02-04 20:47:16', 'IP属地': '河南', '评论内容': '河南拒绝捧一踩一'}
{'评论时间': '2024-02-04 19:38:57', 'IP属地': '湖北', '评论内容': '我在高速上堵了两晚'}
{'评论时间': '2024-02-04 11:32:30', 'IP属地': '湖北', '评论内容': '啊冻雨也要骂我们'}
{'评论时间': '2024-02-04 21:21:14', 'IP属地': '河南', '评论内容': '这为什么要骂湖北啊'}
{'评论时间': '2024-02-04 17:56:18', 'IP属地': '四川', '评论内容': '不准骂湖北老表。'}
{'评论时间': '2024-02-04 16:36:11', 'IP属地': '湖南', '评论内容': '大家加油'}
{'评论时间': '2024-02-04 21:40:49', 'IP属地': '云南', '评论内容': '愿大家都平安回家'}
{'评论时间': '2024-02-04 11:25:15', 'IP属地': '广东', '评论内容': '不是，这么大的雪湖北也不想这样，谁不想过年是个好天气大家开开心心的，这样都能被骂，在湖北的朋友想顺顺利利平平安安的回去过年，在外的湖北朋友也想顺顺利利平平安安健健康康回家过年，这样的大雪湖北已经很多年没出现过了，这又不是人为的，干嘛呢'}
{'评论时间': '2024-02-04 06:06:20', 'IP属地': '河南', '评论内容': '都说是冻雨铲不动，这视频里是怎么回事'}
{'评论时间': '2024-02-04 19:16:43', 'IP属地': '广东', '评论内容': '我们广东现在还是穿的短袖'}
{'评论时间': '2024-02-04 17:10:46', 'IP属地': '四川', '评论内容': '武汉是真的冷，元旦节的时候我穿几层都觉得冷'}
{'评论时间': '2024-02-04 17:33:17', 'IP属地': '湖北', '评论内容': '转发:湖北疫情怪湖北，湖北冻雨大雪怪湖北，这是天灾啊，我们默默承受，尽力排除困难，湖北是英雄的大省，都说湖北人高冷，既然没人理解，清者自清，做好自己，自己努力凭良心，我们爱国也爱全国的家人，任家人们怎么说，我们湖北依然爱你们'}
{'评论时间': '2024-02-04 15:16:40', 'IP属地': '湖北', '评论内容': '别下太久，只要能回家过年就行'}
{'评论时间': '2024-02-04 22:59:38', 'IP属地': '河南', '评论内容': '加油工作人员们'}
{'评论时间': '2024-02-04 10:06:43', 'IP属地': '湖北', '评论内容': '不懂为啥要骂，高铁带火花再跑'}
{'评论时间': '2024-02-04 15:14:14', 'IP属地': '湖北', '评论内容': '湖北没暖气，空调也不行，它开个十几分钟就要化霜半天，开了和没开区别不大'}
{'评论时间': '2024-02-04 23:28:54', 'IP属地': '江西', '评论内容': '躲在赣的身后老表'}
{'评论时间': '2024-02-04 20:43:40', 'IP属地': '河南', '评论内容': '该下河南的雪 下到湖北了'}
{'评论时间': '2024-02-04 17:52:55', 'IP属地': '湖北', '评论内容': '各位不要骂湖北了，我家门口的树都已经被压垮了一大半'}
{'评论时间': '2024-02-04 21:10:01', 'IP属地': '广西', '评论内容': '广西老表为湖北祈祷'}
{'评论时间': '2024-02-04 13:39:11', 'IP属地': '河南', '评论内容': '河南这是被带节奏了吗？'}
{'评论时间': '2024-02-04 17:42:25', 'IP属地': '湖北', '评论内容': '这个冻雨，我都以为他要把我窗户给他砸开，凌晨的时候我睡得那么香甜，硬生生的被吵醒了'}
{'评论时间': '2024-02-04 15:45:12', 'IP属地': '湖北', '评论内容': '说在武汉没看到雪的你们真的在武汉嘛'}
{'评论时间': '2024-02-04 17:47:32', 'IP属地': '广东', '评论内容': '我是湖北人，回广东外婆家过年，躲过了冻雨没躲过回南天'}
{'评论时间': '2024-02-04 20:20:46', 'IP属地': '湖北', '评论内容': '这是天灾啊，给我先生冻傻了了都'}
{'评论时间': '2024-02-04 13:32:02', 'IP属地': '湖南', '评论内容': '到底湖北哪里在下雪，我这天天阴雨，要疯了'}
{'评论时间': '2024-02-04 15:55:26', 'IP属地': '陕西', '评论内容': '这一年迎来的都是五福临门，六六大顺，财源广进，万事胜意、龙年大吉，健康平安，这些祝福送给大家！'}
{'评论时间': '2024-02-04 19:27:32', 'IP属地': '湖北', '评论内容': '小区树枝都断了，停了一天一夜的电'}
{'评论时间': '2024-02-04 13:06:03', 'IP属地': '湖北', '评论内容': '好好除雪吧，我老公堵在武汉了'}
{'评论时间': '2024-02-04 18:44:20', 'IP属地': '湖北', '评论内容': '不懂冻雨的看我主页'}
{'评论时间': '2024-02-04 11:56:34', 'IP属地': '湖北', '评论内容': '武汉武汉'}
{'评论时间': '2024-02-04 23:49:45', 'IP属地': '辽宁', '评论内容': '天灾多可惜呀 ！'}
{'评论时间': '2024-02-04 20:33:24', 'IP属地': '山东', '评论内容': '希望大家都能平安'}
{'评论时间': '2024-02-04 18:52:57', 'IP属地': '广西', '评论内容': '辛苦了'}
{'评论时间': '2024-02-04 23:22:47', 'IP属地': '湖北', '评论内容': '冻雨嘛……停树下的车'}
{'评论时间': '2024-02-04 22:32:09', 'IP属地': '湖南', '评论内容': '让你们感受一下08年的湖南是怎么样？'}
{'评论时间': '2024-02-04 09:01:04', 'IP属地': '广东', '评论内容': '昨天在武汉高速上堵着，油耗没了'}
{'评论时间': '2024-02-04 22:55:51', 'IP属地': '湖南', '评论内容': '我今天下班路上看到冻雨砸坏了树干，树干倒下来正好砸到车的前面，把车的牌照砸坏了'}
{'评论时间': '2024-02-04 18:07:27', 'IP属地': '广东', '评论内容': '广东人都没有见过冻冻雨雪的'}
{'评论时间': '2024-02-04 23:58:51', 'IP属地': '江苏', '评论内容': '上学时46个小时90度硬座是真划算，那时候时间还很多，回家也很期待'}
{'评论时间': '2024-02-04 01:41:11', 'IP属地': '安徽', '评论内容': '高速堵的一塌糊涂，想回家不敢走，走了必堵武汉'}
{'评论时间': '2024-02-04 21:49:31', 'IP属地': '湖北', '评论内容': '这就是冻雨'}
{'评论时间': '2024-02-04 19:23:56', 'IP属地': '湖南', '评论内容': '湖南的是这个样子、已经很庆幸比08年好很多了、08年真的太惨了、停电好多天、整个一月基本上都是那个状态、一直到大年29才正常'}
{'评论时间': '2024-02-04 09:43:53', 'IP属地': '江苏', '评论内容': '大湖北精神'}
{'评论时间': '2024-02-04 18:22:00', 'IP属地': '湖北', '评论内容': '生为湖北人，在四川哭了几次，疫情三年，全网喷湖北，2024冻雨又在喷湖北'}
{'评论时间': '2024-02-04 20:14:08', 'IP属地': '湖南', '评论内容': '这是天灾，不许骂我老表'}
{'评论时间': '2024-02-04 23:56:28', 'IP属地': '广东', '评论内容': '不是，凭什么骂湖北啊？'}
{'评论时间': '2024-02-04 17:39:04', 'IP属地': '甘肃', '评论内容': '搞的我都想给湖北的前男友发个消息问问了'}
{'评论时间': '2024-02-04 22:36:43', 'IP属地': '山东', '评论内容': '我的快递也还没到，唉估计也被滞留在路上了'}
{'评论时间': '2024-02-04 01:18:13', 'IP属地': '湖北', '评论内容': '好消息:下雪了坏消息:雪是硬的'}
{'评论时间': '2024-02-04 19:08:35', 'IP属地': '湖北', '评论内容': '是的，湖北本来就很艰难了，这么多年没遇到这大的冻雨，猛一下又措手不及，每个人都在努力，个个在说湖北高速不努力，都是冰块呀，那不是雪呀，拿铁锹铲都铲不动呀'}
{'评论时间': '2024-02-04 17:27:30', 'IP属地': '广东', '评论内容': '作为一个湖北人是真受不了老家的气候夏天热死冬天冷死了尤其是冬天冻手冻脚的，还是广东气候好这几天深圳热到穿短袖'}
{'评论时间': '2024-02-04 19:38:42', 'IP属地': '湖北', '评论内容': '湖北特产，冰糖麻糖'}
{'评论时间': '2024-02-04 12:30:03', 'IP属地': '湖北', '评论内容': '冻雨跟暴雪真的不一样，冻雨很难铲的'}
{'评论时间': '2024-02-04 18:10:36', 'IP属地': '云南', '评论内容': '我的第一念头是，怎么又是湖北宝宝啊，才从疫情里艰难地走出来'}
{'评论时间': '2024-02-04 19:24:59', 'IP属地': '广东', '评论内容': '你们是没见识过日本人的冰冻实验，这断掉的是树枝，日本人拿中国人做冰冻实验直接一敲，手被当场断掉。哄骗取下健康男孩的新鲜肝，五脏东西拿出来做实验，'}
{'评论时间': '2024-02-04 22:31:02', 'IP属地': '上海', '评论内容': '不能骂老表，我爱武汉，我爱一个人而爱一座城，大家注意安全，等缓和了会让大家回家过年的，天灾不可避免，希望大家体谅'}
{'评论时间': '2024-02-04 17:14:39', 'IP属地': '湖南', '评论内容': '不要骂我湖北老表好吗'}
{'评论时间': '2024-02-04 14:08:25', 'IP属地': '湖北', '评论内容': '加油'}
{'评论时间': '2024-02-04 17:30:22', 'IP属地': '湖北', '评论内容': '铲到哪里了。为什么我还堵在武汉'}
{'评论时间': '2024-02-04 23:27:58', 'IP属地': '广西', '评论内容': '为了过年'}
{'评论时间': '2024-02-04 21:14:21', 'IP属地': '湖北', '评论内容': '不止是武汉啊'}
{'评论时间': '2024-02-04 13:25:06', 'IP属地': '湖北', '评论内容': '江夏真的需要，上班开车只有7码'}
{'评论时间': '2024-02-04 20:49:09', 'IP属地': '湖北', '评论内容': '在火车站上班，被晚点的旅客骂了3个小时'}
{'评论时间': '2024-02-04 16:36:10', 'IP属地': '湖北', '评论内容': '这个冻雨是好看，但是打这身上手上很疼，而且手会冻僵，大家别骂湖北了'}
{'评论时间': '2024-02-04 09:06:28', 'IP属地': '上海', '评论内容': '麻烦把车开到湖南高速路口扫一扫雪'}
{'评论时间': '2024-02-04 18:07:25', 'IP属地': '湖北', '评论内容': '冻雨是地面物体温度低，空气温度高，下的雨，雨遇到低温物体直接结冰'}
{'评论时间': '2024-02-04 23:09:48', 'IP属地': '湖北', '评论内容': '好喜欢下雪'}
{'评论时间': '2024-02-04 18:55:56', 'IP属地': '湖南', '评论内容': '湖南昨晚也有冻雨，然后摔跤了'}
{'评论时间': '2024-02-04 10:50:23', 'IP属地': '安徽', '评论内容': '安全第一，希望大家都能平安到家'}
{'评论时间': '2024-02-04 06:14:16', 'IP属地': '浙江', '评论内容': '我去租一个这个去高速开道 跟我后面的一辆车收一百块钱不过分吧'}
{'评论时间': '2024-02-04 19:31:06', 'IP属地': '湖北', '评论内容': '昨天走回家路上冻雨砸脸上生疼'}
{'评论时间': '2024-02-04 20:16:13', 'IP属地': '广东', '评论内容': '一位网友说：我是湖北的，希望回不了老家的人不要责怪铁路工作者，不要责怪所有为这场大雪辛勤工作的人，因为他们真的努力了'}
{'评论时间': '2024-02-04 23:08:38', 'IP属地': '宁夏', '评论内容': '还真不知道“冻雨”是个什么样'}
{'评论时间': '2024-02-04 18:31:50', 'IP属地': '湖北', '评论内容': '现在在武汉旅游呢 感觉回不去了'}
{'评论时间': '2024-02-04 19:14:34', 'IP属地': '湖南', '评论内容': '湖南正在暴雪，想看吗'}
{'评论时间': '2024-02-04 16:31:20', 'IP属地': '四川', '评论内容': '安徽高速年年过年，年年被骂'}
{'评论时间': '2024-02-04 10:19:32', 'IP属地': '江苏', '评论内容': '湖北文旅留不住你，冻雨还不把你留住'}
{'评论时间': '2024-02-04 20:25:52', 'IP属地': '广东', '评论内容': '明天途径武汉的应该不会停吧'}
{'评论时间': '2024-02-04 12:35:52', 'IP属地': '湖北', '评论内容': '开玩笑湖北文旅留不住你，我湖北冻雨还留不住？？'}
{'评论时间': '2024-02-04 13:09:37', 'IP属地': '河南', '评论内容': '河南的大雪，湖北的冻雨，南方的回南天，今年真是涨知识了'}
{'评论时间': '2024-02-04 23:53:01', 'IP属地': '湖北', '评论内容': '你们理解湖北零下几度，不下雪，还在下雨的恐怖吗，下的不是雨，是液态冰，气候夏天热死，冬天冷死，就真这么无理取闹'}
{'评论时间': '2024-02-04 14:54:32', 'IP属地': '河南', '评论内容': '像极了下暴雪时四面八方骂郑州东一样'}
{'评论时间': '2024-02-04 22:26:34', 'IP属地': '湖南', '评论内容': '冻雨 '}
{'评论时间': '2024-02-04 21:35:14', 'IP属地': '湖北', '评论内容': '你可以想象就像下雨一样，但是下雨雨水会落下渗透，冻雨就是雨落下来接触到任何物体都开始快速结冰，只要雨水碰到的任何物体都会结冰，如果雨水不停，冰就会一直包裹一层一层，很麻烦的，所以冻雨才会是比暴雪更高一级的自然灾害'}
{'评论时间': '2024-02-04 17:16:27', 'IP属地': '辽宁', '评论内容': '长这么大我就见过一次，疫情有一年下冻雨，树上都冻上冰溜子了，太阳出来一照巨好看'}
{'评论时间': '2024-02-04 19:08:07', 'IP属地': '江苏', '评论内容': '天灾面前人类显得如此渺小，但是工作人员却拼了命希望能保护群众的权益'}
{'评论时间': '2024-02-04 15:56:58', 'IP属地': '山东', '评论内容': '不是武汉还有树叶子'}
{'评论时间': '2024-02-04 16:54:07', 'IP属地': '湖南', '评论内容': '所以很多人不知道湖南湖北这两天在下冻雨'}
{'评论时间': '2024-02-04 20:15:28', 'IP属地': '新疆', '评论内容': '这也算是天灾了，远方的家人一定要平平安安的！'}
{'评论时间': '2024-02-04 17:26:30', 'IP属地': '广东', '评论内容': '天灾啊跟我老表有什么关系都不许说我老表'}
{'评论时间': '2024-02-04 21:44:39', 'IP属地': '河南', '评论内容': '俺河南也有'}
{'评论时间': '2024-02-04 00:05:31', 'IP属地': '湖北', '评论内容': '原来还有一个地方叫湖北啊 真巧'}
{'评论时间': '2024-02-04 17:09:58', 'IP属地': '湖北', '评论内容': '昨天在武汉上堵着，油耗没了'}
{'评论时间': '2024-02-04 21:08:48', 'IP属地': '湖北', '评论内容': '我们这片城区停电了'}
{'评论时间': '2024-02-04 17:57:50', 'IP属地': '湖北', '评论内容': '不行，我爹还在武汉，我等他回来和我妈过年嘞，之前看高铁没票了结果是动不了了'}
{'评论时间': '2024-02-04 17:13:56', 'IP属地': '湖北', '评论内容': '湖北孝感前天晚上下雨我拍的，这是还没下雪的。今天帮我爸车子铲雪，雪是铲了，雪下面全是冰，车轮打滑，所以真的和普通下雪不一样，希望大家理解湖北'}
{'评论时间': '2024-02-04 20:01:03', 'IP属地': '湖北', '评论内容': '武汉是真的下了一场大爆雪'}
{'评论时间': '2024-02-04 17:46:15', 'IP属地': '广东', '评论内容': '不希望看到为了抢修人员牺牲'}
{'评论时间': '2024-02-04 17:56:07', 'IP属地': '湖北', '评论内容': '今天早上出门根本站不稳'}
{'评论时间': '2024-02-04 19:17:45', 'IP属地': '河南', '评论内容': '拒绝所有的一切的一捧一踩，河南是雪，是提前有预警的，是做好准备的迎接暴雪的来临，湖北是冻雨，是没有预料到的这么大规模的冬季灾害，我们河南拒绝这种拉踩，请各位路上的老乡们都小心行驶，安全到家，祝各位新年快乐，豫豫永远爱湘湘鄂鄂'}
{'评论时间': '2024-02-04 16:30:58', 'IP属地': '上海', '评论内容': '上海这边虽然不下雪，但是到了冬天小区的树都被剪脑袋了'}
{'评论时间': '2024-02-04 17:24:03', 'IP属地': '湖北', '评论内容': '不许骂我湖北了'}
{'评论时间': '2024-02-04 23:02:18', 'IP属地': '湖南', '评论内容': '我看谁敢骂我们老表，湘湘保护你们'}
{'评论时间': '2024-02-04 13:16:58', 'IP属地': '湖北', '评论内容': '大武汉'}
{'评论时间': '2024-02-04 22:58:47', 'IP属地': '湖北', '评论内容': '别骂了别骂了 因为冻雨害怕把车冻住 所以把车停到了雨棚 结果一觉醒来雨棚塌了 压了好几辆车 心痛了宝子们'}
{'评论时间': '2024-02-04 23:22:13', 'IP属地': '重庆', '评论内容': '我们这的火车站破烂的在外面看着就像没开了一样，平时也没有人。我都以为垮掉了，过年这几天居然人山人海了'}
{'评论时间': '2024-02-04 14:09:46', 'IP属地': '湖北', '评论内容': '冰糖湖北'}
{'评论时间': '2024-02-04 08:36:04', 'IP属地': '湖北', '评论内容': '下暴雪了'}
{'评论时间': '2024-02-04 18:00:07', 'IP属地': '湖北', '评论内容': '谁在骂我们湖北老表'}
{'评论时间': '2024-02-04 17:58:16', 'IP属地': '湖北', '评论内容': '冻雨暴雪哪有网络喷子难清理啊'}
{'评论时间': '2024-02-04 13:15:44', 'IP属地': '湖北', '评论内容': '来来来 让我看看是谁说武汉下雪裸奔的'}
{'评论时间': '2024-02-04 16:41:56', 'IP属地': '广西', '评论内容': '谁敢骂老表'}
{'评论时间': '2024-02-04 15:27:22', 'IP属地': '湖北', '评论内容': '昨天早上到湖北现在呆在高速上两天了'}
{'评论时间': '2024-02-04 22:21:45', 'IP属地': '湖北', '评论内容': '下冻雨那两天在考场练车，4号考试起大早通知取消'}
{'评论时间': '2024-02-04 22:04:45', 'IP属地': '湖北', '评论内容': '这么大的树被冻雨连根拔起了'}
{'评论时间': '2024-02-04 17:49:03', 'IP属地': '安徽', '评论内容': '为什么又是武汉'}
{'评论时间': '2024-02-04 16:11:24', 'IP属地': '湖北', '评论内容': '回家开了三个小时'}
{'评论时间': '2024-02-04 21:06:36', 'IP属地': '广东', '评论内容': '他不是想告诉你湖南有多冷，只是想告诉你们我这车可以吧'}
{'评论时间': '2024-02-04 23:35:51', 'IP属地': '湖北', '评论内容': '懂什么是冻雨么牢底。。。再骂我湖北给我们全湖北挡灾'}
{'评论时间': '2024-02-04 19:24:58', 'IP属地': '新疆', '评论内容': '为什么说冻雨呢，哈尔滨今年也不冷了嘛'}
